index,n_qubits,qc_depth,single_qubit_gates,multi_qubit_gates,qubit_topology,qasm_file,n_shots,mapped_backend,application,sdk,opt_level
20,27,128,"{'rz': 86, 'sx': 43, 'x': 21, 'measure': 21}",{'cx': 204},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (20, 19); (21, 18)",dj_mapped_ibm_montreal_qiskit_opt0_22.qasm,2900,ibm_27q,dj,qiskit,0
21,27,2472,"{'rz': 312, 'sx': 208, 'measure': 26}",{'cx': 9669},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",realamprandom_mapped_ibm_montreal_qiskit_opt0_26.qasm,3316,ibm_27q,realamprandom,qiskit,0
22,27,418,"{'rz': 376, 'sx': 108, 'x': 15, 'measure': 14}",{'cx': 567},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (19, 16)",qpeinexact_mapped_ibm_montreal_qiskit_opt3_15.qasm,2327,ibm_27q,qpeinexact,qiskit,3
23,27,468,"{'rz': 399, 'sx': 92, 'measure': 16}",{'cx': 609},"(1, 4); (4, 1); (4, 7); (6, 7); (7, 4); (7, 6); (7, 10); (10, 7); (10, 12); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24)",ae_mapped_ibm_montreal_qiskit_opt2_16.qasm,2063,ibm_27q,ae,qiskit,2
24,27,65,"{'sx': 60, 'rz': 30, 'measure': 16, 'x': 1}",{'cx': 30},"(0, 1); (1, 0); (1, 2); (2, 1); (2, 3); (3, 2); (3, 5); (5, 3); (5, 8); (8, 5); (8, 11); (11, 8); (11, 14); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12); (15, 18); (18, 15); (18, 21); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24)",wstate_mapped_ibm_montreal_qiskit_opt2_16.qasm,2481,ibm_27q,wstate,qiskit,2
25,27,1185,"{'rz': 1342, 'sx': 1126, 'x': 71, 'measure': 27}",{'cx': 3632},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 15); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",su2random_mapped_ibm_montreal_qiskit_opt3_27.qasm,1967,ibm_27q,su2random,qiskit,3
26,27,503,"{'rz': 524, 'sx': 199, 'measure': 12, 'x': 5}",{'cx': 733},"(12, 13); (12, 15); (13, 12); (13, 14); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 22); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",random_mapped_ibm_montreal_qiskit_opt1_12.qasm,2662,ibm_27q,random,qiskit,1
27,27,1247,"{'rz': 1109, 'sx': 28, 'measure': 27}",{'cx': 3998},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",qftentangled_mapped_ibm_montreal_qiskit_opt0_27.qasm,3631,ibm_27q,qftentangled,qiskit,0
28,27,458,"{'sx': 128, 'rz': 128, 'measure': 16}",{'cx': 1159},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14); (16, 19); (19, 16); (19, 22); (22, 19)",twolocalrandom_mapped_ibm_montreal_qiskit_opt2_16.qasm,2799,ibm_27q,twolocalrandom,qiskit,2
29,27,1831,"{'rz': 2052, 'sx': 1062, 'measure': 18}",{'cx': 4305},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (17, 18); (18, 15); (18, 17)",portfoliovqe_mapped_ibm_montreal_qiskit_opt0_18.qasm,2416,ibm_27q,portfoliovqe,qiskit,0
30,27,22,"{'rz': 24, 'sx': 12, 'measure': 12}",{'cx': 12},"(12, 13); (12, 15); (13, 12); (13, 14); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 22); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",graphstate_mapped_ibm_montreal_qiskit_opt1_12.qasm,3326,ibm_27q,graphstate,qiskit,1
31,27,21,"{'measure': 18, 'rz': 2, 'sx': 1}",{'cx': 17},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (8, 5); (8, 11); (11, 8); (11, 14); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12); (15, 18); (18, 15); (18, 21); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24); (25, 26); (26, 25)",ghz_mapped_ibm_montreal_qiskit_opt1_18.qasm,2934,ibm_27q,ghz,qiskit,1
32,27,74,"{'measure': 25, 'rz': 22, 'sx': 16, 'x': 2}",{'cx': 51},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 15); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",ghz_mapped_ibm_montreal_qiskit_opt3_25.qasm,4056,ibm_27q,ghz,qiskit,3
33,27,772,"{'rz': 924, 'sx': 247, 'x': 38, 'measure': 23}",{'cx': 1503},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",qpeexact_mapped_ibm_montreal_qiskit_opt3_24.qasm,3468,ibm_27q,qpeexact,qiskit,3
34,27,581,"{'rz': 585, 'sx': 36, 'measure': 18, 'x': 1}",{'cx': 1152},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 22); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qpeexact_mapped_ibm_montreal_qiskit_opt1_19.qasm,3260,ibm_27q,qpeexact,qiskit,1
35,27,640,"{'rz': 712, 'sx': 22, 'measure': 22}",{'cx': 1356},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qft_mapped_ibm_montreal_qiskit_opt1_22.qasm,2106,ibm_27q,qft,qiskit,1
36,27,60,"{'rz': 78, 'sx': 39, 'measure': 13}",{'cx': 76},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (12, 10)",graphstate_mapped_ibm_montreal_qiskit_opt0_13.qasm,3775,ibm_27q,graphstate,qiskit,0
37,27,728,"{'rz': 1001, 'sx': 27, 'measure': 26}",{'cx': 1965},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",qftentangled_mapped_ibm_montreal_qiskit_opt1_26.qasm,1380,ibm_27q,qftentangled,qiskit,1
38,27,555,"{'rz': 499, 'sx': 448, 'measure': 17, 'x': 5}",{'cx': 1212},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14); (16, 19); (19, 16); (19, 20); (19, 22); (20, 19); (22, 19)",twolocalrandom_mapped_ibm_montreal_qiskit_opt3_17.qasm,2608,ibm_27q,twolocalrandom,qiskit,3
39,27,69,"{'sx': 64, 'rz': 32, 'measure': 17, 'x': 1}",{'cx': 32},"(0, 1); (1, 0); (1, 2); (2, 1); (2, 3); (3, 2); (3, 5); (5, 3); (5, 8); (8, 5); (8, 11); (11, 8); (11, 14); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12); (15, 18); (18, 15); (18, 21); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24); (25, 26); (26, 25)",wstate_mapped_ibm_montreal_qiskit_opt3_17.qasm,3466,ibm_27q,wstate,qiskit,3
40,27,959,"{'sx': 208, 'rz': 208, 'measure': 26}",{'cx': 3553},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",su2random_mapped_ibm_montreal_qiskit_opt2_26.qasm,3346,ibm_27q,su2random,qiskit,2
41,27,794,"{'rz': 809, 'sx': 306, 'measure': 13, 'x': 3}",{'cx': 1418},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13)",random_mapped_ibm_montreal_qiskit_opt0_13.qasm,2716,ibm_27q,random,qiskit,0
42,27,529,"{'rz': 505, 'sx': 197, 'x': 20, 'measure': 17}",{'cx': 581},"(1, 2); (1, 4); (2, 1); (4, 1); (4, 7); (7, 4); (7, 10); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (19, 16); (19, 20); (19, 22); (20, 19); (22, 19); (22, 25); (25, 22)",ae_mapped_ibm_montreal_qiskit_opt3_17.qasm,1317,ibm_27q,ae,qiskit,3
