index,n_qubits,qc_depth,single_qubit_gates,multi_qubit_gates,qubit_topology,qasm_file
161,13,66,"{'sx': 104, 'rz': 104, 'measure': 13}",{'cx': 234},"(0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (0, 7); (0, 8); (0, 9); (0, 10); (0, 11); (0, 12); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (1, 8); (1, 9); (1, 10); (1, 11); (1, 12); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 6); (2, 7); (2, 8); (2, 9); (2, 10); (2, 11); (2, 12); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 6); (3, 7); (3, 8); (3, 9); (3, 10); (3, 11); (3, 12); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (4, 6); (4, 7); (4, 8); (4, 9); (4, 10); (4, 11); (4, 12); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 6); (5, 7); (5, 8); (5, 9); (5, 10); (5, 11); (5, 12); (6, 0); (6, 1); (6, 2); (6, 3); (6, 4); (6, 5); (6, 7); (6, 8); (6, 9); (6, 10); (6, 11); (6, 12); (7, 0); (7, 1); (7, 2); (7, 3); (7, 4); (7, 5); (7, 6); (7, 8); (7, 9); (7, 10); (7, 11); (7, 12); (8, 0); (8, 1); (8, 2); (8, 3); (8, 4); (8, 5); (8, 6); (8, 7); (8, 9); (8, 10); (8, 11); (8, 12); (9, 0); (9, 1); (9, 2); (9, 3); (9, 4); (9, 5); (9, 6); (9, 7); (9, 8); (9, 10); (9, 11); (9, 12); (10, 0); (10, 1); (10, 2); (10, 3); (10, 4); (10, 5); (10, 6); (10, 7); (10, 8); (10, 9); (10, 11); (10, 12); (11, 0); (11, 1); (11, 2); (11, 3); (11, 4); (11, 5); (11, 6); (11, 7); (11, 8); (11, 9); (11, 10); (11, 12); (12, 0); (12, 1); (12, 2); (12, 3); (12, 4); (12, 5); (12, 6); (12, 7); (12, 8); (12, 9); (12, 10); (12, 11)",twolocalrandom_nativegates_ibm_qiskit_opt3_13.qasm
162,12,49,"{'sx': 44, 'rz': 22, 'measure': 12, 'x': 1}",{'cx': 22},"(0, 1); (1, 0); (1, 2); (2, 1); (2, 3); (3, 2); (3, 4); (4, 3); (4, 5); (5, 4); (5, 6); (6, 5); (6, 7); (7, 6); (7, 8); (8, 7); (8, 9); (9, 8); (9, 10); (10, 9); (10, 11); (11, 10)",wstate_nativegates_ibm_qiskit_opt3_12.qasm
163,28,31,"{'measure': 28, 'rz': 2, 'sx': 1}",{'cx': 27},"(0, 1); (1, 0); (1, 2); (2, 1); (2, 3); (3, 2); (3, 4); (4, 3); (4, 5); (5, 4); (5, 6); (6, 5); (6, 7); (7, 6); (7, 8); (8, 7); (8, 9); (9, 8); (9, 10); (10, 9); (10, 11); (11, 10); (11, 12); (12, 11); (12, 13); (13, 12); (13, 14); (14, 13); (14, 15); (15, 14); (15, 16); (16, 15); (16, 17); (17, 16); (17, 18); (18, 17); (18, 19); (19, 18); (19, 20); (20, 19); (20, 21); (21, 20); (21, 22); (22, 21); (22, 23); (23, 22); (23, 24); (24, 23); (24, 25); (25, 24); (25, 26); (26, 25); (26, 27); (27, 26)",ghz_nativegates_ibm_qiskit_opt3_28.qasm
164,22,156,"{'rz': 466, 'sx': 23, 'measure': 22}",{'cx': 496},"(0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (0, 7); (0, 8); (0, 9); (0, 10); (0, 11); (0, 12); (0, 13); (0, 14); (0, 15); (0, 16); (0, 17); (0, 21); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (1, 8); (1, 9); (1, 10); (1, 11); (1, 12); (1, 13); (1, 14); (1, 15); (1, 16); (1, 17); (1, 18); (1, 20); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 6); (2, 7); (2, 8); (2, 9); (2, 10); (2, 11); (2, 12); (2, 13); (2, 14); (2, 15); (2, 16); (2, 17); (2, 18); (2, 19); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 6); (3, 7); (3, 8); (3, 9); (3, 10); (3, 11); (3, 12); (3, 13); (3, 14); (3, 15); (3, 16); (3, 17); (3, 18); (3, 19); (3, 20); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (4, 6); (4, 7); (4, 8); (4, 9); (4, 10); (4, 11); (4, 12); (4, 13); (4, 14); (4, 15); (4, 16); (4, 17); (4, 18); (4, 19); (4, 20); (4, 21); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 6); (5, 7); (5, 8); (5, 9); (5, 10); (5, 11); (5, 12); (5, 13); (5, 14); (5, 15); (5, 16); (5, 17); (5, 18); (5, 19); (5, 20); (5, 21); (6, 0); (6, 1); (6, 2); (6, 3); (6, 4); (6, 5); (6, 7); (6, 8); (6, 9); (6, 10); (6, 11); (6, 12); (6, 13); (6, 14); (6, 15); (6, 16); (6, 17); (6, 18); (6, 19); (6, 20); (6, 21); (7, 0); (7, 1); (7, 2); (7, 3); (7, 4); (7, 5); (7, 6); (7, 8); (7, 9); (7, 10); (7, 11); (7, 12); (7, 13); (7, 14); (7, 15); (7, 16); (7, 17); (7, 18); (7, 19); (7, 20); (7, 21); (8, 0); (8, 1); (8, 2); (8, 3); (8, 4); (8, 5); (8, 6); (8, 7); (8, 9); (8, 10); (8, 11); (8, 12); (8, 13); (8, 14); (8, 15); (8, 16); (8, 17); (8, 18); (8, 19); (8, 20); (8, 21); (9, 0); (9, 1); (9, 2); (9, 3); (9, 4); (9, 5); (9, 6); (9, 7); (9, 8); (9, 10); (9, 11); (9, 12); (9, 13); (9, 14); (9, 15); (9, 16); (9, 17); (9, 18); (9, 19); (9, 20); (9, 21); (10, 0); (10, 1); (10, 2); (10, 3); (10, 4); (10, 5); (10, 6); (10, 7); (10, 8); (10, 9); (10, 11); (10, 12); (10, 13); (10, 14); (10, 15); (10, 16); (10, 17); (10, 18); (10, 19); (10, 20); (10, 21); (11, 0); (11, 1); (11, 2); (11, 3); (11, 4); (11, 5); (11, 6); (11, 7); (11, 8); (11, 9); (11, 10); (11, 12); (11, 13); (11, 14); (11, 15); (11, 16); (11, 17); (11, 18); (11, 19); (11, 20); (11, 21); (12, 0); (12, 1); (12, 2); (12, 3); (12, 4); (12, 5); (12, 6); (12, 7); (12, 8); (12, 9); (12, 10); (12, 11); (12, 13); (12, 14); (12, 15); (12, 16); (12, 17); (12, 18); (12, 19); (12, 20); (12, 21); (13, 0); (13, 1); (13, 2); (13, 3); (13, 4); (13, 5); (13, 6); (13, 7); (13, 8); (13, 9); (13, 10); (13, 11); (13, 12); (13, 14); (13, 15); (13, 16); (13, 17); (13, 18); (13, 19); (13, 20); (13, 21); (14, 0); (14, 1); (14, 2); (14, 3); (14, 4); (14, 5); (14, 6); (14, 7); (14, 8); (14, 9); (14, 10); (14, 11); (14, 12); (14, 13); (14, 15); (14, 16); (14, 17); (14, 18); (14, 19); (14, 20); (14, 21); (15, 0); (15, 1); (15, 2); (15, 3); (15, 4); (15, 5); (15, 6); (15, 7); (15, 8); (15, 9); (15, 10); (15, 11); (15, 12); (15, 13); (15, 14); (15, 16); (15, 17); (15, 18); (15, 19); (15, 20); (15, 21); (16, 0); (16, 1); (16, 2); (16, 3); (16, 4); (16, 5); (16, 6); (16, 7); (16, 8); (16, 9); (16, 10); (16, 11); (16, 12); (16, 13); (16, 14); (16, 15); (16, 17); (16, 18); (16, 19); (16, 20); (16, 21); (17, 0); (17, 1); (17, 2); (17, 3); (17, 4); (17, 5); (17, 6); (17, 7); (17, 8); (17, 9); (17, 10); (17, 11); (17, 12); (17, 13); (17, 14); (17, 15); (17, 16); (17, 18); (17, 19); (17, 20); (17, 21); (18, 1); (18, 2); (18, 3); (18, 4); (18, 5); (18, 6); (18, 7); (18, 8); (18, 9); (18, 10); (18, 11); (18, 12); (18, 13); (18, 14); (18, 15); (18, 16); (18, 17); (18, 19); (18, 20); (18, 21); (19, 2); (19, 3); (19, 4); (19, 5); (19, 6); (19, 7); (19, 8); (19, 9); (19, 10); (19, 11); (19, 12); (19, 13); (19, 14); (19, 15); (19, 16); (19, 17); (19, 18); (19, 20); (19, 21); (20, 1); (20, 3); (20, 4); (20, 5); (20, 6); (20, 7); (20, 8); (20, 9); (20, 10); (20, 11); (20, 12); (20, 13); (20, 14); (20, 15); (20, 16); (20, 17); (20, 18); (20, 19); (20, 21); (21, 0); (21, 4); (21, 5); (21, 6); (21, 7); (21, 8); (21, 9); (21, 10); (21, 11); (21, 12); (21, 13); (21, 14); (21, 15); (21, 16); (21, 17); (21, 18); (21, 19); (21, 20)",qftentangled_nativegates_ibm_qiskit_opt3_22.qasm
165,22,102,"{'sx': 176, 'rz': 176, 'measure': 22}",{'cx': 693},"(0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (0, 7); (0, 8); (0, 9); (0, 10); (0, 11); (0, 12); (0, 13); (0, 14); (0, 15); (0, 16); (0, 17); (0, 18); (0, 19); (0, 20); (0, 21); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (1, 8); (1, 9); (1, 10); (1, 11); (1, 12); (1, 13); (1, 14); (1, 15); (1, 16); (1, 17); (1, 18); (1, 19); (1, 20); (1, 21); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 6); (2, 7); (2, 8); (2, 9); (2, 10); (2, 11); (2, 12); (2, 13); (2, 14); (2, 15); (2, 16); (2, 17); (2, 18); (2, 19); (2, 20); (2, 21); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 6); (3, 7); (3, 8); (3, 9); (3, 10); (3, 11); (3, 12); (3, 13); (3, 14); (3, 15); (3, 16); (3, 17); (3, 18); (3, 19); (3, 20); (3, 21); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (4, 6); (4, 7); (4, 8); (4, 9); (4, 10); (4, 11); (4, 12); (4, 13); (4, 14); (4, 15); (4, 16); (4, 17); (4, 18); (4, 19); (4, 20); (4, 21); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 6); (5, 7); (5, 8); (5, 9); (5, 10); (5, 11); (5, 12); (5, 13); (5, 14); (5, 15); (5, 16); (5, 17); (5, 18); (5, 19); (5, 20); (5, 21); (6, 0); (6, 1); (6, 2); (6, 3); (6, 4); (6, 5); (6, 7); (6, 8); (6, 9); (6, 10); (6, 11); (6, 12); (6, 13); (6, 14); (6, 15); (6, 16); (6, 17); (6, 18); (6, 19); (6, 20); (6, 21); (7, 0); (7, 1); (7, 2); (7, 3); (7, 4); (7, 5); (7, 6); (7, 8); (7, 9); (7, 10); (7, 11); (7, 12); (7, 13); (7, 14); (7, 15); (7, 16); (7, 17); (7, 18); (7, 19); (7, 20); (7, 21); (8, 0); (8, 1); (8, 2); (8, 3); (8, 4); (8, 5); (8, 6); (8, 7); (8, 9); (8, 10); (8, 11); (8, 12); (8, 13); (8, 14); (8, 15); (8, 16); (8, 17); (8, 18); (8, 19); (8, 20); (8, 21); (9, 0); (9, 1); (9, 2); (9, 3); (9, 4); (9, 5); (9, 6); (9, 7); (9, 8); (9, 10); (9, 11); (9, 12); (9, 13); (9, 14); (9, 15); (9, 16); (9, 17); (9, 18); (9, 19); (9, 20); (9, 21); (10, 0); (10, 1); (10, 2); (10, 3); (10, 4); (10, 5); (10, 6); (10, 7); (10, 8); (10, 9); (10, 11); (10, 12); (10, 13); (10, 14); (10, 15); (10, 16); (10, 17); (10, 18); (10, 19); (10, 20); (10, 21); (11, 0); (11, 1); (11, 2); (11, 3); (11, 4); (11, 5); (11, 6); (11, 7); (11, 8); (11, 9); (11, 10); (11, 12); (11, 13); (11, 14); (11, 15); (11, 16); (11, 17); (11, 18); (11, 19); (11, 20); (11, 21); (12, 0); (12, 1); (12, 2); (12, 3); (12, 4); (12, 5); (12, 6); (12, 7); (12, 8); (12, 9); (12, 10); (12, 11); (12, 13); (12, 14); (12, 15); (12, 16); (12, 17); (12, 18); (12, 19); (12, 20); (12, 21); (13, 0); (13, 1); (13, 2); (13, 3); (13, 4); (13, 5); (13, 6); (13, 7); (13, 8); (13, 9); (13, 10); (13, 11); (13, 12); (13, 14); (13, 15); (13, 16); (13, 17); (13, 18); (13, 19); (13, 20); (13, 21); (14, 0); (14, 1); (14, 2); (14, 3); (14, 4); (14, 5); (14, 6); (14, 7); (14, 8); (14, 9); (14, 10); (14, 11); (14, 12); (14, 13); (14, 15); (14, 16); (14, 17); (14, 18); (14, 19); (14, 20); (14, 21); (15, 0); (15, 1); (15, 2); (15, 3); (15, 4); (15, 5); (15, 6); (15, 7); (15, 8); (15, 9); (15, 10); (15, 11); (15, 12); (15, 13); (15, 14); (15, 16); (15, 17); (15, 18); (15, 19); (15, 20); (15, 21); (16, 0); (16, 1); (16, 2); (16, 3); (16, 4); (16, 5); (16, 6); (16, 7); (16, 8); (16, 9); (16, 10); (16, 11); (16, 12); (16, 13); (16, 14); (16, 15); (16, 17); (16, 18); (16, 19); (16, 20); (16, 21); (17, 0); (17, 1); (17, 2); (17, 3); (17, 4); (17, 5); (17, 6); (17, 7); (17, 8); (17, 9); (17, 10); (17, 11); (17, 12); (17, 13); (17, 14); (17, 15); (17, 16); (17, 18); (17, 19); (17, 20); (17, 21); (18, 0); (18, 1); (18, 2); (18, 3); (18, 4); (18, 5); (18, 6); (18, 7); (18, 8); (18, 9); (18, 10); (18, 11); (18, 12); (18, 13); (18, 14); (18, 15); (18, 16); (18, 17); (18, 19); (18, 20); (18, 21); (19, 0); (19, 1); (19, 2); (19, 3); (19, 4); (19, 5); (19, 6); (19, 7); (19, 8); (19, 9); (19, 10); (19, 11); (19, 12); (19, 13); (19, 14); (19, 15); (19, 16); (19, 17); (19, 18); (19, 20); (19, 21); (20, 0); (20, 1); (20, 2); (20, 3); (20, 4); (20, 5); (20, 6); (20, 7); (20, 8); (20, 9); (20, 10); (20, 11); (20, 12); (20, 13); (20, 14); (20, 15); (20, 16); (20, 17); (20, 18); (20, 19); (20, 21); (21, 0); (21, 1); (21, 2); (21, 3); (21, 4); (21, 5); (21, 6); (21, 7); (21, 8); (21, 9); (21, 10); (21, 11); (21, 12); (21, 13); (21, 14); (21, 15); (21, 16); (21, 17); (21, 18); (21, 19); (21, 20)",su2random_nativegates_ibm_qiskit_opt3_22.qasm
166,21,6041,"{'rz': 2812, 'sx': 2186, 'measure': 21, 'x': 13}",{'cx': 1390},"(0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (0, 7); (0, 8); (0, 9); (0, 10); (0, 11); (0, 12); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (1, 8); (1, 9); (1, 10); (1, 11); (1, 12); (1, 13); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 6); (2, 7); (2, 8); (2, 9); (2, 10); (2, 11); (2, 13); (2, 14); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 6); (3, 7); (3, 8); (3, 9); (3, 10); (3, 11); (3, 14); (3, 15); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (4, 6); (4, 7); (4, 8); (4, 9); (4, 10); (4, 11); (4, 15); (4, 16); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 6); (5, 7); (5, 8); (5, 9); (5, 10); (5, 11); (5, 16); (5, 17); (6, 0); (6, 1); (6, 2); (6, 3); (6, 4); (6, 5); (6, 7); (6, 8); (6, 9); (6, 10); (6, 11); (6, 17); (6, 18); (7, 0); (7, 1); (7, 2); (7, 3); (7, 4); (7, 5); (7, 6); (7, 8); (7, 9); (7, 10); (7, 11); (7, 18); (7, 19); (8, 0); (8, 1); (8, 2); (8, 3); (8, 4); (8, 5); (8, 6); (8, 7); (8, 9); (8, 10); (8, 11); (8, 19); (8, 20); (9, 0); (9, 1); (9, 2); (9, 3); (9, 4); (9, 5); (9, 6); (9, 7); (9, 8); (9, 10); (9, 11); (9, 20); (10, 0); (10, 1); (10, 2); (10, 3); (10, 4); (10, 5); (10, 6); (10, 7); (10, 8); (10, 9); (10, 11); (11, 0); (11, 1); (11, 2); (11, 3); (11, 4); (11, 5); (11, 6); (11, 7); (11, 8); (11, 9); (11, 10); (11, 20); (12, 0); (12, 1); (12, 13); (13, 1); (13, 2); (13, 12); (13, 14); (14, 2); (14, 3); (14, 13); (14, 15); (15, 3); (15, 4); (15, 14); (15, 16); (16, 4); (16, 5); (16, 15); (16, 17); (17, 5); (17, 6); (17, 16); (17, 18); (18, 6); (18, 7); (18, 17); (18, 19); (19, 7); (19, 8); (19, 18); (19, 20); (20, 8); (20, 9); (20, 11); (20, 19)",pricingcall_nativegates_ibm_qiskit_opt3_21.qasm
167,13,192,"{'rz': 216, 'sx': 70, 'measure': 13, 'x': 1}",{'cx': 156},"(0, 0); (0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (0, 7); (0, 8); (0, 9); (0, 10); (0, 11); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (1, 8); (1, 9); (1, 10); (1, 11); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 6); (2, 7); (2, 8); (2, 9); (2, 10); (2, 11); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 6); (3, 7); (3, 8); (3, 9); (3, 10); (3, 11); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (4, 6); (4, 7); (4, 8); (4, 9); (4, 10); (4, 11); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 6); (5, 7); (5, 8); (5, 9); (5, 10); (5, 11); (6, 0); (6, 1); (6, 2); (6, 3); (6, 4); (6, 5); (6, 7); (6, 8); (6, 9); (6, 10); (6, 11); (7, 0); (7, 1); (7, 2); (7, 3); (7, 4); (7, 5); (7, 6); (7, 8); (7, 9); (7, 10); (7, 11); (8, 0); (8, 1); (8, 2); (8, 3); (8, 4); (8, 5); (8, 6); (8, 7); (8, 9); (8, 10); (8, 11); (9, 0); (9, 1); (9, 2); (9, 3); (9, 4); (9, 5); (9, 6); (9, 7); (9, 8); (9, 10); (9, 11); (10, 0); (10, 1); (10, 2); (10, 3); (10, 4); (10, 5); (10, 6); (10, 7); (10, 8); (10, 9); (10, 11); (11, 0); (11, 1); (11, 2); (11, 3); (11, 4); (11, 5); (11, 6); (11, 7); (11, 8); (11, 9); (11, 10)",ae_nativegates_ibm_qiskit_opt3_13.qasm
168,9,316,"{'rz': 212, 'sx': 96, 'x': 13, 'measure': 9}",{'cx': 150},"(0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 7); (2, 8); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 8); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 8); (6, 0); (6, 1); (6, 7); (7, 1); (7, 2); (7, 6); (7, 8); (8, 2); (8, 3); (8, 5); (8, 7)",pricingput_nativegates_ibm_qiskit_opt3_9.qasm
169,24,97,"{'sx': 92, 'rz': 46, 'measure': 24, 'x': 1}",{'cx': 46},"(0, 1); (1, 0); (1, 2); (2, 1); (2, 3); (3, 2); (3, 4); (4, 3); (4, 5); (5, 4); (5, 6); (6, 5); (6, 7); (7, 6); (7, 8); (8, 7); (8, 9); (9, 8); (9, 10); (10, 9); (10, 11); (11, 10); (11, 12); (12, 11); (12, 13); (13, 12); (13, 14); (14, 13); (14, 15); (15, 14); (15, 16); (16, 15); (16, 17); (17, 16); (17, 18); (18, 17); (18, 19); (19, 18); (19, 20); (20, 19); (20, 21); (21, 20); (21, 22); (22, 21); (22, 23); (23, 22)",wstate_nativegates_ibm_qiskit_opt3_24.qasm
170,25,114,"{'sx': 200, 'rz': 198, 'measure': 25}",{'cx': 900},"(0, 1); (0, 2); (0, 3); (0, 4); (0, 5); (0, 6); (0, 7); (0, 8); (0, 9); (0, 10); (0, 11); (0, 12); (0, 13); (0, 14); (0, 15); (0, 16); (0, 17); (0, 18); (0, 19); (0, 20); (0, 21); (0, 22); (0, 23); (0, 24); (1, 0); (1, 2); (1, 3); (1, 4); (1, 5); (1, 6); (1, 7); (1, 8); (1, 9); (1, 10); (1, 11); (1, 12); (1, 13); (1, 14); (1, 15); (1, 16); (1, 17); (1, 18); (1, 19); (1, 20); (1, 21); (1, 22); (1, 23); (1, 24); (2, 0); (2, 1); (2, 3); (2, 4); (2, 5); (2, 6); (2, 7); (2, 8); (2, 9); (2, 10); (2, 11); (2, 12); (2, 13); (2, 14); (2, 15); (2, 16); (2, 17); (2, 18); (2, 19); (2, 20); (2, 21); (2, 22); (2, 23); (2, 24); (3, 0); (3, 1); (3, 2); (3, 4); (3, 5); (3, 6); (3, 7); (3, 8); (3, 9); (3, 10); (3, 11); (3, 12); (3, 13); (3, 14); (3, 15); (3, 16); (3, 17); (3, 18); (3, 19); (3, 20); (3, 21); (3, 22); (3, 23); (3, 24); (4, 0); (4, 1); (4, 2); (4, 3); (4, 5); (4, 6); (4, 7); (4, 8); (4, 9); (4, 10); (4, 11); (4, 12); (4, 13); (4, 14); (4, 15); (4, 16); (4, 17); (4, 18); (4, 19); (4, 20); (4, 21); (4, 22); (4, 23); (4, 24); (5, 0); (5, 1); (5, 2); (5, 3); (5, 4); (5, 6); (5, 7); (5, 8); (5, 9); (5, 10); (5, 11); (5, 12); (5, 13); (5, 14); (5, 15); (5, 16); (5, 17); (5, 18); (5, 19); (5, 20); (5, 21); (5, 22); (5, 23); (5, 24); (6, 0); (6, 1); (6, 2); (6, 3); (6, 4); (6, 5); (6, 7); (6, 8); (6, 9); (6, 10); (6, 11); (6, 12); (6, 13); (6, 14); (6, 15); (6, 16); (6, 17); (6, 18); (6, 19); (6, 20); (6, 21); (6, 22); (6, 23); (6, 24); (7, 0); (7, 1); (7, 2); (7, 3); (7, 4); (7, 5); (7, 6); (7, 8); (7, 9); (7, 10); (7, 11); (7, 12); (7, 13); (7, 14); (7, 15); (7, 16); (7, 17); (7, 18); (7, 19); (7, 20); (7, 21); (7, 22); (7, 23); (7, 24); (8, 0); (8, 1); (8, 2); (8, 3); (8, 4); (8, 5); (8, 6); (8, 7); (8, 9); (8, 10); (8, 11); (8, 12); (8, 13); (8, 14); (8, 15); (8, 16); (8, 17); (8, 18); (8, 19); (8, 20); (8, 21); (8, 22); (8, 23); (8, 24); (9, 0); (9, 1); (9, 2); (9, 3); (9, 4); (9, 5); (9, 6); (9, 7); (9, 8); (9, 10); (9, 11); (9, 12); (9, 13); (9, 14); (9, 15); (9, 16); (9, 17); (9, 18); (9, 19); (9, 20); (9, 21); (9, 22); (9, 23); (9, 24); (10, 0); (10, 1); (10, 2); (10, 3); (10, 4); (10, 5); (10, 6); (10, 7); (10, 8); (10, 9); (10, 11); (10, 12); (10, 13); (10, 14); (10, 15); (10, 16); (10, 17); (10, 18); (10, 19); (10, 20); (10, 21); (10, 22); (10, 23); (10, 24); (11, 0); (11, 1); (11, 2); (11, 3); (11, 4); (11, 5); (11, 6); (11, 7); (11, 8); (11, 9); (11, 10); (11, 12); (11, 13); (11, 14); (11, 15); (11, 16); (11, 17); (11, 18); (11, 19); (11, 20); (11, 21); (11, 22); (11, 23); (11, 24); (12, 0); (12, 1); (12, 2); (12, 3); (12, 4); (12, 5); (12, 6); (12, 7); (12, 8); (12, 9); (12, 10); (12, 11); (12, 13); (12, 14); (12, 15); (12, 16); (12, 17); (12, 18); (12, 19); (12, 20); (12, 21); (12, 22); (12, 23); (12, 24); (13, 0); (13, 1); (13, 2); (13, 3); (13, 4); (13, 5); (13, 6); (13, 7); (13, 8); (13, 9); (13, 10); (13, 11); (13, 12); (13, 14); (13, 15); (13, 16); (13, 17); (13, 18); (13, 19); (13, 20); (13, 21); (13, 22); (13, 23); (13, 24); (14, 0); (14, 1); (14, 2); (14, 3); (14, 4); (14, 5); (14, 6); (14, 7); (14, 8); (14, 9); (14, 10); (14, 11); (14, 12); (14, 13); (14, 15); (14, 16); (14, 17); (14, 18); (14, 19); (14, 20); (14, 21); (14, 22); (14, 23); (14, 24); (15, 0); (15, 1); (15, 2); (15, 3); (15, 4); (15, 5); (15, 6); (15, 7); (15, 8); (15, 9); (15, 10); (15, 11); (15, 12); (15, 13); (15, 14); (15, 16); (15, 17); (15, 18); (15, 19); (15, 20); (15, 21); (15, 22); (15, 23); (15, 24); (16, 0); (16, 1); (16, 2); (16, 3); (16, 4); (16, 5); (16, 6); (16, 7); (16, 8); (16, 9); (16, 10); (16, 11); (16, 12); (16, 13); (16, 14); (16, 15); (16, 17); (16, 18); (16, 19); (16, 20); (16, 21); (16, 22); (16, 23); (16, 24); (17, 0); (17, 1); (17, 2); (17, 3); (17, 4); (17, 5); (17, 6); (17, 7); (17, 8); (17, 9); (17, 10); (17, 11); (17, 12); (17, 13); (17, 14); (17, 15); (17, 16); (17, 18); (17, 19); (17, 20); (17, 21); (17, 22); (17, 23); (17, 24); (18, 0); (18, 1); (18, 2); (18, 3); (18, 4); (18, 5); (18, 6); (18, 7); (18, 8); (18, 9); (18, 10); (18, 11); (18, 12); (18, 13); (18, 14); (18, 15); (18, 16); (18, 17); (18, 19); (18, 20); (18, 21); (18, 22); (18, 23); (18, 24); (19, 0); (19, 1); (19, 2); (19, 3); (19, 4); (19, 5); (19, 6); (19, 7); (19, 8); (19, 9); (19, 10); (19, 11); (19, 12); (19, 13); (19, 14); (19, 15); (19, 16); (19, 17); (19, 18); (19, 20); (19, 21); (19, 22); (19, 23); (19, 24); (20, 0); (20, 1); (20, 2); (20, 3); (20, 4); (20, 5); (20, 6); (20, 7); (20, 8); (20, 9); (20, 10); (20, 11); (20, 12); (20, 13); (20, 14); (20, 15); (20, 16); (20, 17); (20, 18); (20, 19); (20, 21); (20, 22); (20, 23); (20, 24); (21, 0); (21, 1); (21, 2); (21, 3); (21, 4); (21, 5); (21, 6); (21, 7); (21, 8); (21, 9); (21, 10); (21, 11); (21, 12); (21, 13); (21, 14); (21, 15); (21, 16); (21, 17); (21, 18); (21, 19); (21, 20); (21, 22); (21, 23); (21, 24); (22, 0); (22, 1); (22, 2); (22, 3); (22, 4); (22, 5); (22, 6); (22, 7); (22, 8); (22, 9); (22, 10); (22, 11); (22, 12); (22, 13); (22, 14); (22, 15); (22, 16); (22, 17); (22, 18); (22, 19); (22, 20); (22, 21); (22, 23); (22, 24); (23, 0); (23, 1); (23, 2); (23, 3); (23, 4); (23, 5); (23, 6); (23, 7); (23, 8); (23, 9); (23, 10); (23, 11); (23, 12); (23, 13); (23, 14); (23, 15); (23, 16); (23, 17); (23, 18); (23, 19); (23, 20); (23, 21); (23, 22); (23, 24); (24, 0); (24, 1); (24, 2); (24, 3); (24, 4); (24, 5); (24, 6); (24, 7); (24, 8); (24, 9); (24, 10); (24, 11); (24, 12); (24, 13); (24, 14); (24, 15); (24, 16); (24, 17); (24, 18); (24, 19); (24, 20); (24, 21); (24, 22); (24, 23)",twolocalrandom_nativegates_ibm_qiskit_opt3_25.qasm
