QTask_ID,Status,QDCenter,QNode_ID,Execution_Time,Start_Time,Finish_Time,No_Qubits,Application, Cost
193,SUCCESS,2,0,12.97,19747.79,19760.76,27,ghz,20.751999999996045
197,SUCCESS,2,0,235.39,19760.76,19996.15,27,portfoliovqe,376.6239999999991
207,SUCCESS,2,0,35.57,19996.15,20031.72,27,wstate,56.91199999999954
208,SUCCESS,2,0,183.71,20031.72,20215.43,27,su2random,293.9359999999986
213,SUCCESS,2,0,10.36,20215.43,20225.79,27,ghz,16.57600000000093
224,SUCCESS,2,0,171.61,20225.79,20397.4,27,qpeexact,274.57600000000093
229,SUCCESS,2,0,74.56,20397.4,20471.96,27,wstate,119.2960000000021
231,SUCCESS,2,0,4835.52,20471.96,25307.48,27,pricingput,7736.832000000001
236,SUCCESS,2,0,5090.81,25307.48,30398.29,27,qwalk-v-chain,8145.295999999997
237,SUCCESS,2,0,530.44,30398.29,30928.73,27,qpeexact,848.7040000000038
240,SUCCESS,2,0,261.54,30928.73,31190.27,27,qpeexact,418.4639999999956
252,SUCCESS,2,0,855.38,31190.27,32045.65,27,portfoliovqe,1368.6080000000018
260,SUCCESS,2,0,63.1,32045.65,32108.75,27,wstate,100.9600000000035
265,SUCCESS,2,0,438.31,32108.75,32547.06,27,qftentangled,701.2960000000021
272,SUCCESS,2,0,1156.05,32547.06,33703.11,27,qpeexact,1849.679999999999
275,SUCCESS,2,0,268.39,33703.11,33971.5,27,ae,429.42399999999907
276,SUCCESS,2,0,13.22,33971.5,33984.72,27,ghz,21.152000000001863
278,SUCCESS,2,0,681.43,33984.72,34666.15,27,qpeinexact,1090.2880000000005
285,SUCCESS,2,0,325.8,34666.15,34991.95,27,qft,521.279999999993
287,SUCCESS,2,0,329.39,34991.95,35321.34,27,qft,527.0240000000107
289,SUCCESS,2,0,17.16,35321.34,35338.5,27,graphstate,27.45599999999395
291,SUCCESS,2,0,857.38,35338.5,36195.88,27,su2random,1371.807999999996
296,SUCCESS,2,0,677.57,36195.88,36873.45,27,qft,1084.1119999999996
321,SUCCESS,2,0,530.35,36873.45,37403.8,27,qft,848.5600000000094
326,SUCCESS,2,0,9.86,37403.8,37413.66,27,ghz,15.776000000000932
329,SUCCESS,2,0,258.49,37413.66,37672.15,27,portfoliovqe,413.58399999999676
338,SUCCESS,2,0,24.49,37672.15,37696.64,27,vqe,39.18399999999674
339,SUCCESS,2,0,268.35,37696.64,37964.99,27,random,429.3599999999977
340,SUCCESS,2,0,937.53,37964.99,38902.52,27,twolocalrandom,1500.0479999999982
342,SUCCESS,2,0,28.75,38902.52,38931.27,27,ghz,46.0
344,SUCCESS,2,0,2083.36,38931.27,41014.63,27,pricingput,3333.376000000013
359,SUCCESS,2,0,3607.27,41014.63,44621.9,27,random,5771.631999999995
361,SUCCESS,2,0,821.42,44621.9,45443.32,27,qpeexact,1314.2719999999972
367,SUCCESS,2,0,21.25,45443.32,45464.57,27,vqe,34.0
369,SUCCESS,2,0,40.24,45464.57,45504.81,27,dj,64.38400000000838
374,SUCCESS,2,0,641.21,45504.81,46146.02,27,ae,1025.9359999999986
378,SUCCESS,2,0,1168.86,46146.02,47314.88,27,qnn,1870.1759999999895
383,SUCCESS,2,0,717.97,47314.88,48032.85,27,qpeexact,1148.752000000002
384,SUCCESS,2,0,9677.14,48032.85,57709.99,27,grover-noancilla,15483.423999999999
391,SUCCESS,2,0,49.8,57709.99,57759.79,27,dj,79.68000000000467
0,SUCCESS,2,1,62091.94,0.01,62091.95,127,random,99347.10399999999
406,SUCCESS,2,0,4888.54,57759.79,62648.33,27,random,7821.664000000002
407,SUCCESS,2,0,215.08,62648.33,62863.41,27,qft,344.1280000000028
416,SUCCESS,2,0,1110.68,62863.41,63974.09,27,qpeexact,1777.0880000000006
427,SUCCESS,2,0,2111.7,63974.09,66085.79,27,realamprandom,3378.719999999984
434,SUCCESS,2,0,6343.06,66085.79,72428.85,27,qwalk-noancilla,10148.89600000002
447,SUCCESS,2,0,55.03,72428.85,72483.88,27,tsp,88.04799999997486
451,SUCCESS,2,0,82.09,72483.88,72565.97,27,qft,131.3440000000177
455,SUCCESS,2,0,81.99,72565.97,72647.96,27,dj,131.18400000000838
462,SUCCESS,2,0,836.33,72647.96,73484.29,27,qft,1338.1279999999797
466,SUCCESS,2,0,566.76,73484.29,74051.05,27,twolocalrandom,906.8160000000149
467,SUCCESS,2,0,83.22,74051.05,74134.27,27,wstate,133.15200000000186
472,SUCCESS,2,0,145.36,74134.27,74279.63,27,wstate,232.57600000000093
473,SUCCESS,2,0,424.42,74279.63,74704.05,27,su2random,679.071999999974
475,SUCCESS,2,0,612.18,74704.05,75316.23,27,realamprandom,979.4880000000121
1,SUCCESS,2,1,25335.99,62091.95,87427.94,127,twolocalrandom,40537.58399999999
2,SUCCESS,2,1,4106.31,87427.94,91534.25,127,qpeexact,6570.09600000002
4,SUCCESS,2,1,1748.88,91534.25,93283.13,127,dj,2798.208000000008
5,SUCCESS,2,1,4983.87,93283.13,98267,127,realamprandom,7974.191999999993
6,SUCCESS,2,1,13995.97,98267,112262.97,127,twolocalrandom,22393.552000000003
7,SUCCESS,2,1,1440.22,112262.97,113703.19,127,wstate,2304.352000000002
480,SUCCESS,2,0,39258.81,75316.23,114575.04,27,qwalk-noancilla,62814.096
484,SUCCESS,2,0,152.53,114575.04,114727.57,27,dj,244.04799999999815
486,SUCCESS,2,0,1679.94,114727.57,116407.51,27,ae,2687.904000000004
488,SUCCESS,2,0,67.88,116407.51,116475.39,27,ghz,108.60800000000745
499,SUCCESS,2,0,292.84,116475.39,116768.23,27,portfolioqaoa,468.5439999999944
503,SUCCESS,2,0,134.82,116768.23,116903.05,27,wstate,215.7119999999879
504,SUCCESS,2,0,543.06,116903.05,117446.11,27,qnn,868.8960000000196
508,SUCCESS,2,0,487.16,117446.11,117933.27,27,qft,779.4560000000056
516,SUCCESS,2,0,205.06,117933.27,118138.33,27,qft,328.0959999999963
521,SUCCESS,2,0,462.24,118138.33,118600.57,27,qftentangled,739.5840000000085
533,SUCCESS,2,0,291.92,118600.57,118892.49,27,twolocalrandom,467.07199999997397
538,SUCCESS,2,0,36.87,118892.49,118929.36,27,graphstate,58.992000000015835
539,SUCCESS,2,0,385.94,118929.36,119315.3,27,ae,617.5040000000038
540,SUCCESS,2,0,56.01,119315.3,119371.31,27,graphstate,89.61599999999163
543,SUCCESS,2,0,464.41,119371.31,119835.72,27,qnn,743.0560000000056
555,SUCCESS,2,0,3029.6,119835.72,122865.32,27,random,4847.36000000001
559,SUCCESS,2,0,170.51,122865.32,123035.83,27,portfolioqaoa,272.8159999999916
10,SUCCESS,2,1,9340.54,113703.19,123043.73,127,qftentangled,14944.86399999999
11,SUCCESS,2,1,100.92,123043.73,123144.65,127,routing,161.47199999999722
562,SUCCESS,2,0,809.75,123035.83,123845.58,27,qft,1295.6000000000001
564,SUCCESS,2,0,291.74,123845.58,124137.32,27,pricingcall,466.7840000000084
12,SUCCESS,2,1,3872.4,123144.65,127017.05,127,wstate,6195.840000000015
13,SUCCESS,2,1,5786.09,127017.05,132803.14,127,random,9257.744000000019
15,SUCCESS,2,1,30101.43,132803.14,162904.57,127,qpeexact,48162.28799999999
16,SUCCESS,2,1,1213.6,162904.57,164118.17,127,ae,1941.7600000000093
17,SUCCESS,2,1,9846.11,164118.17,173964.28,127,twolocalrandom,15753.775999999978
18,SUCCESS,2,1,2879.41,173964.28,176843.69,127,su2random,4607.056000000006
20,SUCCESS,2,1,471.5,176843.69,177315.19,127,dj,754.4000000000001
21,SUCCESS,2,1,8633.11,177315.19,185948.3,127,qft,13812.975999999979
22,SUCCESS,2,1,1963.12,185948.3,187911.42,127,qftentangled,3140.9920000000393
567,SUCCESS,2,0,67811.37,124137.32,191948.69,27,grover-noancilla,108498.192
568,SUCCESS,2,0,764.87,191948.69,192713.56,27,qpeinexact,1223.7919999999926
578,SUCCESS,2,0,128.96,192713.56,192842.52,27,graphstate,206.33600000003355
585,SUCCESS,2,0,482.81,192842.52,193325.33,27,qftentangled,772.4959999999963
589,SUCCESS,2,0,517.08,193325.33,193842.41,27,qftentangled,827.3279999999795
595,SUCCESS,2,0,122.78,193842.41,193965.19,27,dj,196.44799999999816
596,SUCCESS,2,0,1108.83,193965.19,195074.02,27,portfoliovqe,1774.128000000026
603,SUCCESS,2,0,1051.76,195074.02,196125.78,27,ae,1682.8159999999684
612,SUCCESS,2,0,149.56,196125.78,196275.34,27,qpeinexact,239.2959999999963
614,SUCCESS,2,0,41935.89,196275.34,238211.23,27,grover-v-chain,67097.42400000003
616,SUCCESS,2,0,39.2,238211.23,238250.43,27,ghz,62.72000000001863
628,SUCCESS,2,0,375.93,238250.43,238626.36,27,portfolioqaoa,601.4879999999888
632,SUCCESS,2,0,417.9,238626.36,239044.26,27,random,668.6399999999908
633,SUCCESS,2,0,607.21,239044.26,239651.47,27,su2random,971.535999999987
637,SUCCESS,2,0,36.15,239651.47,239687.62,27,graphstate,57.83999999999069
642,SUCCESS,2,0,39.41,239687.62,239727.03,27,routing,63.05600000000559
653,SUCCESS,2,0,8182.87,239727.03,247909.9,27,pricingcall,13092.591999999993
654,SUCCESS,2,0,215.35,247909.9,248125.25,27,wstate,344.5600000000093
663,SUCCESS,2,0,588.62,248125.25,248713.87,27,qpeexact,941.7919999999926
665,SUCCESS,2,0,207.72,248713.87,248921.59,27,wstate,332.3520000000019
672,SUCCESS,2,0,432.04,248921.59,249353.63,27,qpeexact,691.2640000000131
673,SUCCESS,2,0,512.54,249353.63,249866.17,27,qnn,820.064000000013
675,SUCCESS,2,0,350.93,249866.17,250217.1,27,qpeexact,561.4879999999888
676,SUCCESS,2,0,333.39,250217.1,250550.49,27,portfoliovqe,533.4239999999758
681,SUCCESS,2,0,298.04,250550.49,250848.53,27,portfoliovqe,476.86400000001305
686,SUCCESS,2,0,97.88,250848.53,250946.41,27,ae,156.60800000000745
699,SUCCESS,2,0,118.96,250946.41,251065.37,27,dj,190.33599999998697
703,SUCCESS,2,0,101.06,251065.37,251166.43,27,graphstate,161.69600000004286
721,SUCCESS,2,0,1688.44,251166.43,252854.87,27,twolocalrandom,2701.503999999957
723,SUCCESS,2,0,43.82,252854.87,252898.69,27,graphstate,70.11200000001118
725,SUCCESS,2,0,918.09,252898.69,253816.78,27,twolocalrandom,1468.9439999999945
726,SUCCESS,2,0,525.5,253816.78,254342.28,27,twolocalrandom,840.8000000000001
733,SUCCESS,2,0,85.14,254342.28,254427.42,27,qaoa,136.22400000002236
735,SUCCESS,2,0,121.63,254427.42,254549.05,27,vqe,194.60800000000745
747,SUCCESS,2,0,171.2,254549.05,254720.25,27,dj,273.91999999997205
748,SUCCESS,2,0,45.37,254720.25,254765.62,27,dj,72.59199999999255
751,SUCCESS,2,0,10994.9,254765.62,265760.52,27,pricingput,17591.840000000037
761,SUCCESS,2,0,874.07,265760.52,266634.59,27,ae,1398.5120000000113
762,SUCCESS,2,0,1473.74,266634.59,268108.33,27,qpeinexact,2357.9839999999854
769,SUCCESS,2,0,521.19,268108.33,268629.52,27,su2random,833.9040000000037
779,SUCCESS,2,0,97.83,268629.52,268727.35,27,ghz,156.52799999993294
784,SUCCESS,2,0,6.47,268727.35,268733.82,27,ghz,10.35200000004843
787,SUCCESS,2,0,2142.02,268733.82,270875.84,27,su2random,3427.23200000003
788,SUCCESS,2,0,81.15,270875.84,270956.99,27,dj,129.83999999994413
791,SUCCESS,2,0,408.02,270956.99,271365.01,27,qpeexact,652.8320000000299
792,SUCCESS,2,0,716.04,271365.01,272081.05,27,ae,1145.6639999999666
798,SUCCESS,2,0,29.64,272081.05,272110.69,27,graphstate,47.42400000002235
801,SUCCESS,2,0,628.1,272110.69,272738.79,27,ae,1004.960000000056
803,SUCCESS,2,0,155.15,272738.79,272893.94,27,qpeexact,248.23999999994413
805,SUCCESS,2,0,427.6,272893.94,273321.54,27,twolocalrandom,684.1599999999628
814,SUCCESS,2,0,464.52,273321.54,273786.06,27,random,743.2320000000299
821,SUCCESS,2,0,399.9,273786.06,274185.96,27,ae,639.8400000000373
823,SUCCESS,2,0,531.55,274185.96,274717.51,27,realamprandom,850.4799999999814
826,SUCCESS,2,0,55.45,274717.51,274772.96,27,tsp,88.72000000001863
831,SUCCESS,2,0,33.72,274772.96,274806.68,27,wstate,53.9519999999553
832,SUCCESS,2,0,1166.9,274806.68,275973.58,27,qpeinexact,1867.0400000000373
839,SUCCESS,2,0,615.33,275973.58,276588.91,27,ae,984.527999999933
841,SUCCESS,2,0,709.51,276588.91,277298.42,27,su2random,1135.216000000015
861,SUCCESS,2,0,209.26,277298.42,277507.68,27,random,334.8160000000149
865,SUCCESS,2,0,845.42,277507.68,278353.1,27,random,1352.671999999974
866,SUCCESS,2,0,377.34,278353.1,278730.44,27,realamprandom,603.744000000041
867,SUCCESS,2,0,1639.32,278730.44,280369.76,27,pricingcall,2622.912000000011
868,SUCCESS,2,0,72.67,280369.76,280442.43,27,graphstate,116.27199999997393
869,SUCCESS,2,0,77.14,280442.43,280519.57,27,wstate,123.42400000002236
878,SUCCESS,2,0,17.55,280519.57,280537.12,27,routing,28.079999999981375
882,SUCCESS,2,0,808.56,280537.12,281345.68,27,qnn,1293.6959999999963
887,SUCCESS,2,0,89.08,281345.68,281434.76,27,dj,142.52800000002608
894,SUCCESS,2,0,920.24,281434.76,282355,27,qft,1472.3839999999852
895,SUCCESS,2,0,2304.15,282355,284659.15,27,qwalk-v-chain,3686.6400000000376
901,SUCCESS,2,0,252.6,284659.15,284911.75,27,qft,404.1599999999628
903,SUCCESS,2,0,675.41,284911.75,285587.16,27,qft,1080.6560000000522
904,SUCCESS,2,0,908.79,285587.16,286495.95,27,ae,1454.0639999999667
918,SUCCESS,2,0,181.32,286495.95,286677.27,27,qpeinexact,290.11200000001116
923,SUCCESS,2,0,470.17,286677.27,287147.44,27,qpeinexact,752.271999999974
928,SUCCESS,2,0,11916.18,287147.44,299063.62,27,pricingcall,19065.887999999988
936,SUCCESS,2,0,407.66,299063.62,299471.28,27,ae,652.2560000000522
944,SUCCESS,2,0,71.3,299471.28,299542.58,27,dj,114.07999999998138
950,SUCCESS,2,0,1946.7,299542.58,301489.28,27,qft,3114.720000000019
23,SUCCESS,2,1,150151.26,187911.42,338062.68,127,random,240242.01599999997
24,SUCCESS,2,1,6008.15,338062.68,344070.83,127,realamprandom,9613.040000000037
25,SUCCESS,2,1,2991.54,344070.83,347062.37,127,wstate,4786.463999999966
26,SUCCESS,2,1,184.2,347062.37,347246.57,127,dj,294.7200000000186
27,SUCCESS,2,1,15276.64,347246.57,362523.21,127,qnn,24442.624000000025
28,SUCCESS,2,1,31099.21,362523.21,393622.42,127,ae,49758.735999999946
951,SUCCESS,2,0,113362.08,301489.28,414851.36,27,qwalk-noancilla,181379.32799999995
953,SUCCESS,2,0,283.76,414851.36,415135.12,27,realamprandom,454.0160000000149
968,SUCCESS,2,0,112.06,415135.12,415247.18,27,graphstate,179.2959999999963
30,SUCCESS,2,1,38059.84,393622.42,431682.26,127,realamprandom,60895.74400000004
32,SUCCESS,2,1,2334.32,431682.26,434016.58,127,qpeinexact,3734.912000000011
33,SUCCESS,2,1,2859.07,434016.58,436875.65,127,qft,4574.5120000000115
34,SUCCESS,2,1,972.73,436875.65,437848.38,127,realamprandom,1556.3679999999704
35,SUCCESS,2,1,860.76,437848.38,438709.14,127,ghz,1377.216000000015
36,SUCCESS,2,1,9075.1,438709.14,447784.24,127,random,14520.159999999963
37,SUCCESS,2,1,3438.37,447784.24,451222.61,127,ae,5501.391999999993
38,SUCCESS,2,1,2425.92,451222.61,453648.53,127,qft,3881.472000000067
40,SUCCESS,2,1,10676.21,453648.53,464324.74,127,qft,17081.93599999994
41,SUCCESS,2,1,17832.67,464324.74,482157.41,127,ae,28532.271999999975
42,SUCCESS,2,1,397.22,482157.41,482554.63,127,graphstate,635.5520000000485
43,SUCCESS,2,1,14243.79,482554.63,496798.42,127,qpeexact,22790.06399999997
976,SUCCESS,2,0,89132.45,415247.18,504379.63,27,qwalk-noancilla,142611.92
46,SUCCESS,2,1,8000.43,496798.42,504798.85,127,qpeexact,12800.688000000082
979,SUCCESS,2,0,922.5,504379.63,505302.13,27,twolocalrandom,1476.0
982,SUCCESS,2,0,649.13,505302.13,505951.26,27,qft,1038.6080000000075
987,SUCCESS,2,0,488.57,505951.26,506439.83,27,wstate,781.7120000000112
991,SUCCESS,2,0,505.09,506439.83,506944.92,27,realamprandom,808.1439999999479
995,SUCCESS,2,0,59.48,506944.92,507004.4,27,ghz,95.16800000006333
1012,SUCCESS,2,0,824.94,507004.4,507829.34,27,su2random,1319.9040000000039
48,SUCCESS,2,1,3097.01,504798.85,507895.86,127,random,4955.215999999922
1015,SUCCESS,2,0,654.01,507829.34,508483.35,27,realamprandom,1046.416000000015
1016,SUCCESS,2,0,708.32,508483.35,509191.67,27,qnn,1133.311999999918
1018,SUCCESS,2,0,498.68,509191.67,509690.35,27,qft,797.8879999999889
1019,SUCCESS,2,0,2055.11,509690.35,511745.46,27,qpeexact,3288.176000000071
1028,SUCCESS,2,0,393.15,511745.46,512138.61,27,realamprandom,629.0399999999441
1033,SUCCESS,2,0,527.45,512138.61,512666.06,27,qnn,843.9200000000187
49,SUCCESS,2,1,5518.32,507895.86,513414.18,127,qpeinexact,8829.31200000001
1034,SUCCESS,2,0,1314.63,512666.06,513980.69,27,random,2103.4080000000076
1038,SUCCESS,2,0,11.67,513980.69,513992.36,27,ghz,18.671999999973924
1039,SUCCESS,2,0,40.47,513992.36,514032.83,27,dj,64.75200000004843
1044,SUCCESS,2,0,840.43,514032.83,514873.26,27,twolocalrandom,1344.687999999989
1046,SUCCESS,2,0,31.36,514873.26,514904.62,27,ghz,50.17599999997765
1047,SUCCESS,2,0,693.97,514904.62,515598.59,27,portfolioqaoa,1110.3520000000485
1048,SUCCESS,2,0,105.19,515598.59,515703.78,27,ghz,168.30400000000373
1049,SUCCESS,2,0,228.98,515703.78,515932.76,27,tsp,366.3679999999702
1052,SUCCESS,2,0,3083.13,515932.76,519015.89,27,random,4933.008000000008
1057,SUCCESS,2,0,120.94,519015.89,519136.83,27,qft,193.50400000000374
1059,SUCCESS,2,0,252,519136.83,519388.83,27,qft,403.20000000000005
1072,SUCCESS,2,0,37.6,519388.83,519426.43,27,wstate,60.15999999996275
1077,SUCCESS,2,0,807.97,519426.43,520234.4,27,portfolioqaoa,1292.7520000000486
1079,SUCCESS,2,0,4430.82,520234.4,524665.22,27,qwalk-noancilla,7089.311999999918
1092,SUCCESS,2,0,990.09,524665.22,525655.31,27,random,1584.1440000001342
50,SUCCESS,2,1,42515.88,513414.18,555930.06,127,su2random,68025.4080000001
51,SUCCESS,2,1,428.29,555930.06,556358.35,127,graphstate,685.2639999998734
52,SUCCESS,2,1,77.83,556358.35,556436.18,127,wstate,124.52800000011922
53,SUCCESS,2,1,77329.68,556436.18,633765.86,127,random,123727.4879999999
54,SUCCESS,2,1,198.26,633765.86,633964.12,127,wstate,317.2160000000149
56,SUCCESS,2,1,798.25,633964.12,634762.37,127,dj,1277.2
57,SUCCESS,2,1,1364.4,634762.37,636126.77,127,ae,2183.0400000000373
58,SUCCESS,2,1,663.4,636126.77,636790.17,127,dj,1061.4400000000373
59,SUCCESS,2,1,1431.69,636790.17,638221.86,127,realamprandom,2290.7039999999106
60,SUCCESS,2,1,6713.66,638221.86,644935.52,127,qnn,10741.856000000053
61,SUCCESS,2,1,3601.53,644935.52,648537.05,127,qftentangled,5762.448000000045
1095,SUCCESS,2,0,124386.62,525655.31,650041.93,27,qwalk-noancilla,199018.592
62,SUCCESS,2,1,58612.88,648537.05,707149.93,127,realamprandom,93780.60800000001
65,SUCCESS,2,1,10242.15,707149.93,717392.08,127,qftentangled,16387.439999999853
67,SUCCESS,2,1,19808.32,717392.08,737200.4,127,qpeexact,31693.312000000107
68,SUCCESS,2,1,934.05,737200.4,738134.45,127,qnn,1494.4799999998884
69,SUCCESS,2,1,4532.51,738134.45,742666.96,127,wstate,7252.016000000015
71,SUCCESS,2,1,16091.03,742666.96,758757.99,127,su2random,25745.648000000045
72,SUCCESS,2,1,4970,758757.99,763727.99,127,wstate,7952.0
73,SUCCESS,2,1,597,763727.99,764324.99,127,graphstate,955.2
1096,SUCCESS,2,0,152946.56,650041.93,802988.49,27,qwalk-noancilla,244714.49599999993
1104,SUCCESS,2,0,828.51,802988.49,803817,27,qpeinexact,1325.616000000015
1127,SUCCESS,2,0,528.45,803817,804345.45,27,qftentangled,845.5199999999255
1135,SUCCESS,2,0,25.01,804345.45,804370.46,27,routing,40.016000000014905
1137,SUCCESS,2,0,3336.86,804370.46,807707.32,27,qnn,5338.975999999978
1139,SUCCESS,2,0,44.84,807707.32,807752.16,27,dj,71.74400000013411
1141,SUCCESS,2,0,163.24,807752.16,807915.4,27,qaoa,261.18399999998513
1146,SUCCESS,2,0,1603.01,807915.4,809518.41,27,random,2564.8160000000153
1153,SUCCESS,2,0,431.41,809518.41,809949.82,27,qftentangled,690.2560000000522
1155,SUCCESS,2,0,77.83,809949.82,810027.65,27,dj,124.52799999993294
1158,SUCCESS,2,0,529.23,810027.65,810556.88,27,qpeexact,846.7679999999702
1161,SUCCESS,2,0,885.73,810556.88,811442.61,27,twolocalrandom,1417.1679999999703
1170,SUCCESS,2,0,652.39,811442.61,812095,27,ae,1043.8240000000224
1178,SUCCESS,2,0,11.84,812095,812106.84,27,ghz,18.943999999947845
1184,SUCCESS,2,0,41.52,812106.84,812148.36,27,dj,66.4320000000298
1188,SUCCESS,2,0,351.09,812148.36,812499.45,27,groundstate,561.7439999999478
74,SUCCESS,2,1,62887.47,764324.99,827212.46,127,random,100619.95199999996
75,SUCCESS,2,1,620.85,827212.46,827833.31,127,graphstate,993.3600000001491
1192,SUCCESS,2,0,28322.17,812499.45,840821.62,27,grover-noancilla,45315.47200000007
1199,SUCCESS,2,0,841.37,840821.62,841662.99,27,qft,1346.1919999999927
1206,SUCCESS,2,0,395.67,841662.99,842058.66,27,portfolioqaoa,633.0720000000671
1210,SUCCESS,2,0,38.96,842058.66,842097.62,27,graphstate,62.3359999999404
1212,SUCCESS,2,0,39.8,842097.62,842137.42,27,dj,63.68000000007451
1235,SUCCESS,2,0,310.93,842137.42,842448.35,27,qftentangled,497.4879999998957
1238,SUCCESS,2,0,318.17,842448.35,842766.52,27,qft,509.0720000000671
1239,SUCCESS,2,0,953.73,842766.52,843720.25,27,ae,1525.9679999999703
1242,SUCCESS,2,0,381.29,843720.25,844101.54,27,qpeexact,610.0640000000597
1243,SUCCESS,2,0,671.87,844101.54,844773.41,27,su2random,1074.9919999999927
1244,SUCCESS,2,0,273.29,844773.41,845046.7,27,qpeinexact,437.26399999987336
1257,SUCCESS,2,0,125.26,845046.7,845171.96,27,dj,200.41600000001492
1268,SUCCESS,2,0,66.51,845171.96,845238.47,27,ghz,106.4160000000149
1270,SUCCESS,2,0,1211.03,845238.47,846449.5,27,random,1937.6480000000447
1272,SUCCESS,2,0,443.97,846449.5,846893.47,27,qftentangled,710.3519999999553
1274,SUCCESS,2,0,648.14,846893.47,847541.61,27,qnn,1037.0240000000224
1278,SUCCESS,2,0,92.47,847541.61,847634.08,27,random,147.9519999999553
1294,SUCCESS,2,0,210.47,847634.08,847844.55,27,qftentangled,336.7520000001416
1299,SUCCESS,2,0,16.84,847844.55,847861.39,27,ghz,26.94399999994785
1307,SUCCESS,2,0,118.6,847861.39,847979.99,27,dj,189.75999999996276
1317,SUCCESS,2,0,659.17,847979.99,848639.16,27,qftentangled,1054.672000000067
1318,SUCCESS,2,0,404.59,848639.16,849043.75,27,qnn,647.3439999999479
1320,SUCCESS,2,0,24.32,849043.75,849068.07,27,graphstate,38.911999999918045
1328,SUCCESS,2,0,1897.07,849068.07,850965.14,27,su2random,3035.3120000001045
1331,SUCCESS,2,0,60.05,850965.14,851025.19,27,dj,96.07999999988824
1334,SUCCESS,2,0,707.47,851025.19,851732.66,27,su2random,1131.9520000001417
1343,SUCCESS,2,0,304.94,851732.66,852037.6,27,qpeinexact,487.90399999991064
1344,SUCCESS,2,0,52.37,852037.6,852089.97,27,graphstate,83.79199999999256
1345,SUCCESS,2,0,380.13,852089.97,852470.1,27,qpeexact,608.2080000000075
1346,SUCCESS,2,0,5329.68,852470.1,857799.78,27,pricingcall,8527.488000000083
1348,SUCCESS,2,0,107.64,857799.78,857907.42,27,pricingput,172.22400000002236
1350,SUCCESS,2,0,1825.9,857907.42,859733.32,27,realamprandom,2921.4399999998514
1352,SUCCESS,2,0,222.57,859733.32,859955.89,27,portfolioqaoa,356.11200000010433
1354,SUCCESS,2,0,23.33,859955.89,859979.22,27,routing,37.32799999993295
1370,SUCCESS,2,0,161.35,859979.22,860140.57,27,qaoa,258.15999999996274
