QTask_ID,Status,QDCenter,QNode_ID,Execution_Time,Start_Time,Finish_Time,No_Qubits,Application, Cost
177,SUCCESS,2,0,42.56,47073.83,47116.39,27,ghz,0.0
140,SUCCESS,2,1,524.51,46750.16,47274.67,27,qpeexact,0.0
143,SUCCESS,2,1,504.72,47274.67,47779.39,27,realamprandom,0.0
145,SUCCESS,2,1,354.12,47779.39,48133.51,27,qft,0.0
178,SUCCESS,2,0,1146.23,47116.39,48262.62,27,su2random,0.0
181,SUCCESS,2,0,28.27,48262.62,48290.89,27,vqe,0.0
182,SUCCESS,2,0,10.94,48290.89,48301.83,27,routing,0.0
183,SUCCESS,2,0,67.09,48301.83,48368.92,27,dj,0.0
185,SUCCESS,2,0,1069.45,48368.92,49438.37,27,realamprandom,0.0
146,SUCCESS,2,1,1817.19,48133.51,49950.7,27,random,0.0
147,SUCCESS,2,1,22.89,49950.7,49973.59,27,graphstate,0.0
186,SUCCESS,2,0,974.35,49438.37,50412.72,27,qftentangled,0.0
187,SUCCESS,2,0,215.59,50412.72,50628.31,27,pricingput,0.0
148,SUCCESS,2,1,747.29,49973.59,50720.88,27,ae,0.0
150,SUCCESS,2,1,71.05,50720.88,50791.93,27,wstate,0.0
192,SUCCESS,2,0,461.98,50628.31,51090.29,27,su2random,0.0
196,SUCCESS,2,0,300.5,51090.29,51390.79,27,ae,0.0
197,SUCCESS,2,0,300,51390.79,51690.79,27,twolocalrandom,0.0
198,SUCCESS,2,0,54.69,51690.79,51745.48,27,wstate,0.0
151,SUCCESS,2,1,1256.28,50791.93,52048.21,27,qnn,0.0
199,SUCCESS,2,0,1124.1,51745.48,52869.58,27,pricingput,0.0
201,SUCCESS,2,0,543.82,52869.58,53413.4,27,qft,0.0
152,SUCCESS,2,1,1467.56,52048.21,53515.77,27,qpeinexact,0.0
203,SUCCESS,2,0,571.94,53413.4,53985.34,27,su2random,0.0
204,SUCCESS,2,0,17.13,53985.34,54002.47,27,graphstate,0.0
153,SUCCESS,2,1,826.79,53515.77,54342.56,27,su2random,0.0
155,SUCCESS,2,1,34.1,54342.56,54376.66,27,ghz,0.0
156,SUCCESS,2,1,245.54,54376.66,54622.2,27,qpeexact,0.0
157,SUCCESS,2,1,582.79,54622.2,55204.99,27,groundstate,0.0
207,SUCCESS,2,0,1381.37,54002.47,55383.84,27,twolocalrandom,0.0
158,SUCCESS,2,1,208.25,55204.99,55413.24,27,realamprandom,0.0
160,SUCCESS,2,1,65.25,55413.24,55478.49,27,dj,0.0
161,SUCCESS,2,1,231.18,55478.49,55709.67,27,qft,0.0
210,SUCCESS,2,0,329.29,55383.84,55713.13,27,qft,0.0
162,SUCCESS,2,1,55.99,55709.67,55765.66,27,graphstate,0.0
213,SUCCESS,2,0,125.02,55713.13,55838.15,27,qftentangled,0.0
167,SUCCESS,2,1,743.19,55765.66,56508.85,27,random,0.0
214,SUCCESS,2,0,928.22,55838.15,56766.37,27,qpeexact,0.0
168,SUCCESS,2,1,291.82,56508.85,56800.67,27,su2random,0.0
169,SUCCESS,2,1,15.2,56800.67,56815.87,27,graphstate,0.0
173,SUCCESS,2,1,293.57,56815.87,57109.44,27,ae,0.0
175,SUCCESS,2,1,88.45,57109.44,57197.89,27,wstate,0.0
176,SUCCESS,2,1,499.44,57197.89,57697.33,27,qpeexact,0.0
217,SUCCESS,2,0,936.01,56766.37,57702.38,27,su2random,0.0
179,SUCCESS,2,1,146.85,57697.33,57844.18,27,qpeinexact,0.0
180,SUCCESS,2,1,299.87,57844.18,58144.05,27,qnn,0.0
184,SUCCESS,2,1,714.06,58144.05,58858.11,27,qftentangled,0.0
218,SUCCESS,2,0,1670.01,57702.38,59372.39,27,qnn,0.0
188,SUCCESS,2,1,1498.09,58858.11,60356.2,27,realamprandom,0.0
189,SUCCESS,2,1,56.35,60356.2,60412.55,27,dj,0.0
220,SUCCESS,2,0,1105.6,59372.39,60477.99,27,random,0.0
190,SUCCESS,2,1,160.13,60412.55,60572.68,27,qnn,0.0
191,SUCCESS,2,1,20.48,60572.68,60593.16,27,vqe,0.0
193,SUCCESS,2,1,379.55,60593.16,60972.71,27,qpeinexact,0.0
194,SUCCESS,2,1,16.08,60972.71,60988.79,27,ghz,0.0
195,SUCCESS,2,1,836.32,60988.79,61825.11,27,qpeexact,0.0
200,SUCCESS,2,1,872.54,61825.11,62697.65,27,portfolioqaoa,0.0
202,SUCCESS,2,1,447.31,62697.65,63144.96,27,random,0.0
205,SUCCESS,2,1,99.67,63144.96,63244.63,27,wstate,0.0
206,SUCCESS,2,1,671.46,63244.63,63916.09,27,pricingput,0.0
208,SUCCESS,2,1,1098.77,63916.09,65014.86,27,ae,0.0
209,SUCCESS,2,1,27.18,65014.86,65042.04,27,graphstate,0.0
211,SUCCESS,2,1,71.58,65042.04,65113.62,27,dj,0.0
212,SUCCESS,2,1,272.38,65113.62,65386,27,realamprandom,0.0
215,SUCCESS,2,1,10.54,65386,65396.54,27,ghz,0.0
216,SUCCESS,2,1,1494.4,65396.54,66890.94,27,qpeinexact,0.0
219,SUCCESS,2,1,27.95,66890.94,66918.89,27,graphstate,0.0
221,SUCCESS,2,1,58.09,66918.89,66976.98,27,qaoa,0.0
222,SUCCESS,2,1,1040.15,66976.98,68017.13,27,qft,0.0
224,SUCCESS,2,1,635.5,68017.13,68652.63,27,realamprandom,0.0
225,SUCCESS,2,1,678.48,68652.63,69331.11,27,ae,0.0
228,SUCCESS,2,1,741.96,69331.11,70073.07,27,twolocalrandom,0.0
229,SUCCESS,2,1,830.89,70073.07,70903.96,27,qpeexact,0.0
223,SUCCESS,2,0,11310.38,60477.99,71788.37,27,pricingcall,0.0
231,SUCCESS,2,1,916.31,70903.96,71820.27,27,su2random,0.0
226,SUCCESS,2,0,65.78,71788.37,71854.15,27,wstate,0.0
227,SUCCESS,2,0,561.22,71854.15,72415.37,27,qftentangled,0.0
232,SUCCESS,2,1,669.36,71820.27,72489.63,27,qpeinexact,0.0
230,SUCCESS,2,0,136.85,72415.37,72552.22,27,ghz,0.0
233,SUCCESS,2,0,33.32,72552.22,72585.54,27,vqe,0.0
234,SUCCESS,2,0,298.62,72585.54,72884.16,27,qnn,0.0
235,SUCCESS,2,0,119.04,72884.16,73003.2,27,dj,0.0
237,SUCCESS,2,1,1349.8,72489.63,73839.43,27,realamprandom,0.0
236,SUCCESS,2,0,862.21,73003.2,73865.41,27,qftentangled,0.0
239,SUCCESS,2,0,514.41,73865.41,74379.82,27,qpeinexact,0.0
240,SUCCESS,2,0,333.03,74379.82,74712.85,27,su2random,0.0
241,SUCCESS,2,0,23.25,74712.85,74736.1,27,ghz,0.0
238,SUCCESS,2,1,1012.05,73839.43,74851.48,27,qnn,0.0
242,SUCCESS,2,0,182.18,74736.1,74918.28,27,qpeexact,0.0
244,SUCCESS,2,1,345.26,74851.48,75196.74,27,realamprandom,0.0
243,SUCCESS,2,0,730.1,74918.28,75648.38,27,ae,0.0
245,SUCCESS,2,1,470.66,75196.74,75667.4,27,twolocalrandom,0.0
247,SUCCESS,2,0,80.92,75648.38,75729.3,27,wstate,0.0
246,SUCCESS,2,1,495.55,75667.4,76162.95,27,qftentangled,0.0
248,SUCCESS,2,1,16.22,76162.95,76179.17,27,dj,0.0
249,SUCCESS,2,1,300.75,76179.17,76479.92,27,qft,0.0
253,SUCCESS,2,1,308.46,76479.92,76788.38,27,portfoliovqe,0.0
254,SUCCESS,2,1,99.49,76788.38,76887.87,27,wstate,0.0
255,SUCCESS,2,1,1002.08,76887.87,77889.95,27,ae,0.0
259,SUCCESS,2,1,117.67,77889.95,78007.62,27,wstate,0.0
250,SUCCESS,2,0,2648.61,75729.3,78377.91,27,random,0.0
251,SUCCESS,2,0,12.21,78377.91,78390.12,27,graphstate,0.0
260,SUCCESS,2,1,1183.59,78007.62,79191.21,27,ae,0.0
262,SUCCESS,2,1,9.94,79191.21,79201.15,27,graphstate,0.0
252,SUCCESS,2,0,917.39,78390.12,79307.51,27,twolocalrandom,0.0
263,SUCCESS,2,1,246.39,79201.15,79447.54,27,qft,0.0
264,SUCCESS,2,1,47.89,79447.54,79495.43,27,dj,0.0
256,SUCCESS,2,0,1763.1,79307.51,81070.61,27,pricingcall,0.0
257,SUCCESS,2,0,967.95,81070.61,82038.56,27,twolocalrandom,0.0
258,SUCCESS,2,0,738.19,82038.56,82776.75,27,portfoliovqe,0.0
265,SUCCESS,2,1,4780.38,79495.43,84275.81,27,pricingput,0.0
267,SUCCESS,2,1,958.98,84275.81,85234.79,27,realamprandom,0.0
270,SUCCESS,2,1,113.98,85234.79,85348.77,27,wstate,0.0
261,SUCCESS,2,0,2646.05,82776.75,85422.8,27,random,0.0
266,SUCCESS,2,0,302.4,85422.8,85725.2,27,ae,0.0
274,SUCCESS,2,1,776.36,85348.77,86125.13,27,su2random,0.0
268,SUCCESS,2,0,652.3,85725.2,86377.5,27,twolocalrandom,0.0
269,SUCCESS,2,0,306.32,86377.5,86683.82,27,qftentangled,0.0
271,SUCCESS,2,0,438.94,86683.82,87122.76,27,qpeexact,0.0
272,SUCCESS,2,0,20.26,87122.76,87143.02,27,ghz,0.0
277,SUCCESS,2,1,1389.22,86125.13,87514.35,27,realamprandom,0.0
273,SUCCESS,2,0,754.65,87143.02,87897.67,27,qpeinexact,0.0
281,SUCCESS,2,1,486.62,87514.35,88000.97,27,qnn,0.0
283,SUCCESS,2,1,227.24,88000.97,88228.21,27,qpeinexact,0.0
284,SUCCESS,2,1,135.1,88228.21,88363.31,27,ghz,0.0
275,SUCCESS,2,0,577.9,87897.67,88475.57,27,qnn,0.0
285,SUCCESS,2,1,431.51,88363.31,88794.82,27,qpeexact,0.0
288,SUCCESS,2,1,33.99,88794.82,88828.81,27,wstate,0.0
276,SUCCESS,2,0,467.18,88475.57,88942.75,27,qftentangled,0.0
278,SUCCESS,2,0,61.84,88942.75,89004.59,27,dj,0.0
289,SUCCESS,2,1,600.86,88828.81,89429.67,27,qftentangled,0.0
279,SUCCESS,2,0,668.14,89004.59,89672.73,27,groundstate,0.0
290,SUCCESS,2,1,258.33,89429.67,89688,27,twolocalrandom,0.0
280,SUCCESS,2,0,38.5,89672.73,89711.23,27,vqe,0.0
282,SUCCESS,2,0,476.16,89711.23,90187.39,27,su2random,0.0
286,SUCCESS,2,0,472.77,90187.39,90660.16,27,realamprandom,0.0
287,SUCCESS,2,0,670.69,90660.16,91330.85,27,ae,0.0
291,SUCCESS,2,1,2021.21,89688,91709.21,27,pricingput,0.0
292,SUCCESS,2,0,1202.29,91330.85,92533.14,27,portfolioqaoa,0.0
293,SUCCESS,2,0,505.05,92533.14,93038.19,27,qft,0.0
294,SUCCESS,2,0,40.14,93038.19,93078.33,27,qaoa,0.0
297,SUCCESS,2,1,1524.87,91709.21,93234.08,27,random,0.0
295,SUCCESS,2,0,204.16,93078.33,93282.49,27,pricingcall,0.0
296,SUCCESS,2,0,17.28,93282.49,93299.77,27,graphstate,0.0
