QTask_ID,Status,QDCenter,QNode_ID,Execution_Time,Start_Time,Finish_Time,No_Qubits,No_Layers,Cost,Application
2,SUCCESS,2,1,4666.36,100979.7,105646.06,127,1838,7466.176000000001,qpeexact
4,SUCCESS,2,1,2361.24,105646.06,108007.3,127,694,3777.9839999999854,dj
5,SUCCESS,2,1,4850.38,108007.3,112857.68,127,3152,7760.608000000007,realamprandom
6,SUCCESS,2,1,11630.81,112857.68,124488.49,127,3527,18609.296,twolocalrandom
7,SUCCESS,2,1,3858.61,124488.49,128347.1,127,1094,6173.776000000002,wstate
10,SUCCESS,2,1,9859.99,128347.1,138207.09,127,2777,15775.98400000001,qftentangled
11,SUCCESS,2,1,61.61,138207.09,138268.7,127,26,98.57600000002422,routing
12,SUCCESS,2,1,4825.7,138268.7,143094.4,127,1027,7721.120000000019,wstate
13,SUCCESS,2,1,6815.63,143094.4,149910.03,127,2309,10905.007999999962,random
480,SUCCESS,2,0,78455.33,84211.4,162666.73,27,47750,125528.52800000003,qwalk-noancilla
484,SUCCESS,2,0,84.23,162666.73,162750.96,27,105,134.76799999997021,dj
486,SUCCESS,2,0,1593.77,162750.96,164344.73,27,1001,2550.03200000003,ae
488,SUCCESS,2,0,57.44,164344.73,164402.17,27,59,91.90400000000373,ghz
499,SUCCESS,2,0,365.77,164402.17,164767.94,27,633,585.2319999999833,portfolioqaoa
503,SUCCESS,2,0,75.44,164767.94,164843.38,27,81,120.70400000000373,wstate
504,SUCCESS,2,0,939.04,164843.38,165782.42,27,937,1502.4640000000131,qnn
508,SUCCESS,2,0,642.67,165782.42,166425.09,27,484,1028.271999999974,qft
516,SUCCESS,2,0,387.12,166425.09,166812.21,27,258,619.3920000000392,qft
521,SUCCESS,2,0,213.55,166812.21,167025.76,27,275,341.6799999999814,qftentangled
533,SUCCESS,2,0,237.23,167025.76,167262.99,27,225,379.5679999999702,twolocalrandom
538,SUCCESS,2,0,105.02,167262.99,167368.01,27,64,168.03200000002983,graphstate
539,SUCCESS,2,0,482.06,167368.01,167850.07,27,674,771.2959999999963,ae
540,SUCCESS,2,0,115.53,167850.07,167965.6,27,93,184.84799999999814,graphstate
543,SUCCESS,2,0,572.35,167965.6,168537.95,27,331,915.7600000000093,qnn
555,SUCCESS,2,0,2295.27,168537.95,170833.22,27,2907,3672.4319999999834,random
559,SUCCESS,2,0,305.23,170833.22,171138.45,27,258,488.36800000001676,portfolioqaoa
562,SUCCESS,2,0,1760.87,171138.45,172899.32,27,1200,2817.3919999999925,qft
564,SUCCESS,2,0,561.63,172899.32,173460.95,27,488,898.6080000000075,pricingcall
15,SUCCESS,2,1,29491.33,149910.03,179401.36,127,7008,47186.12799999998,qpeexact
16,SUCCESS,2,1,2230.62,179401.36,181631.98,127,708,3568.9920000000393,ae
17,SUCCESS,2,1,10230.24,181631.98,191862.22,127,3753,16368.383999999985,twolocalrandom
18,SUCCESS,2,1,2124.68,191862.22,193986.9,127,648,3399.487999999989,su2random
20,SUCCESS,2,1,471.14,193986.9,194458.04,127,101,753.8240000000224,dj
21,SUCCESS,2,1,20294.71,194458.04,214752.75,127,6517,32471.53599999999,qft
22,SUCCESS,2,1,3516.55,214752.75,218269.3,127,1451,5626.480000000029,qftentangled
567,SUCCESS,2,0,154718.59,173460.95,328179.54,27,88017,247549.74400000006,grover-noancilla
568,SUCCESS,2,0,1867.77,328179.54,330047.31,27,1238,2988.431999999937,qpeinexact
578,SUCCESS,2,0,71.74,330047.31,330119.05,27,82,114.7839999999851,graphstate
585,SUCCESS,2,0,440.7,330119.05,330559.75,27,284,705.1200000000186,qftentangled
589,SUCCESS,2,0,450.87,330559.75,331010.62,27,579,721.3919999999925,qftentangled
595,SUCCESS,2,0,175.86,331010.62,331186.48,27,107,281.37599999997764,dj
596,SUCCESS,2,0,1035.63,331186.48,332222.11,27,732,1657.0080000000075,portfoliovqe
603,SUCCESS,2,0,569.18,332222.11,332791.29,27,766,910.688000000082,ae
612,SUCCESS,2,0,116.57,332791.29,332907.86,27,248,186.51199999991806,qpeinexact
614,SUCCESS,2,0,35733.75,332907.86,368641.61,27,28587,57174.0,grover-v-chain
616,SUCCESS,2,0,38.98,368641.61,368680.59,27,55,62.36800000006333,ghz
628,SUCCESS,2,0,873.1,368680.59,369553.69,27,508,1396.9599999999627,portfolioqaoa
632,SUCCESS,2,0,248.49,369553.69,369802.18,27,470,397.5839999999851,random
633,SUCCESS,2,0,293.88,369802.18,370096.06,27,355,470.2080000000075,su2random
637,SUCCESS,2,0,33.65,370096.06,370129.71,27,22,53.84000000003726,graphstate
642,SUCCESS,2,0,51.57,370129.71,370181.28,27,32,82.51200000001118,routing
653,SUCCESS,2,0,8415.55,370181.28,378596.83,27,6950,13464.879999999983,pricingcall
654,SUCCESS,2,0,65.91,378596.83,378662.74,27,130,105.45599999995903,wstate
663,SUCCESS,2,0,693.45,378662.74,379356.19,27,513,1109.5200000000186,qpeexact
665,SUCCESS,2,0,243.7,379356.19,379599.89,27,250,389.92000000001866,wstate
672,SUCCESS,2,0,335.3,379599.89,379935.19,27,292,536.4799999999814,qpeexact
673,SUCCESS,2,0,158.25,379935.19,380093.44,27,337,253.20000000000002,qnn
675,SUCCESS,2,0,554.18,380093.44,380647.62,27,568,886.6879999999888,qpeexact
676,SUCCESS,2,0,463.22,380647.62,381110.84,27,314,741.1520000000485,portfoliovqe
681,SUCCESS,2,0,342.41,381110.84,381453.25,27,438,547.8559999999591,portfoliovqe
686,SUCCESS,2,0,215.57,381453.25,381668.82,27,215,344.9120000000112,ae
699,SUCCESS,2,0,51.44,381668.82,381720.26,27,106,82.30400000000373,dj
703,SUCCESS,2,0,120.87,381720.26,381841.13,27,68,193.39199999999255,graphstate
721,SUCCESS,2,0,1262.7,381841.13,383103.83,27,1114,2020.3200000000188,twolocalrandom
723,SUCCESS,2,0,43.63,383103.83,383147.46,27,29,69.80800000000745,graphstate
725,SUCCESS,2,0,765.65,383147.46,383913.11,27,561,1225.0399999999443,twolocalrandom
726,SUCCESS,2,0,475.29,383913.11,384388.4,27,791,760.4640000000596,twolocalrandom
733,SUCCESS,2,0,106.88,384388.4,384495.28,27,71,171.00800000000746,qaoa
735,SUCCESS,2,0,113.71,384495.28,384608.99,27,69,181.9359999999404,vqe
747,SUCCESS,2,0,63.48,384608.99,384672.47,27,125,101.5679999999702,dj
748,SUCCESS,2,0,68.92,384672.47,384741.39,27,41,110.27200000006707,dj
23,SUCCESS,2,1,177806.19,218269.3,396075.49,127,48071,284489.904,random
751,SUCCESS,2,0,14598.94,384741.39,399340.33,27,8407,23358.304000000004,pricingput
761,SUCCESS,2,0,1002.92,399340.33,400343.25,27,669,1604.671999999974,ae
762,SUCCESS,2,0,2167.32,400343.25,402510.57,27,1229,3467.7120000000114,qpeinexact
769,SUCCESS,2,0,517.44,402510.57,403028.01,27,1078,827.9040000000037,su2random
779,SUCCESS,2,0,50.61,403028.01,403078.62,27,60,80.97599999997766,ghz
784,SUCCESS,2,0,15.83,403078.62,403094.45,27,10,25.32800000002608,ghz
24,SUCCESS,2,1,7573.39,396075.49,403648.88,127,2286,12117.424000000023,realamprandom
787,SUCCESS,2,0,2168.88,403094.45,405263.33,27,1287,3470.208000000008,su2random
788,SUCCESS,2,0,74.2,405263.33,405337.53,27,144,118.72000000001863,dj
791,SUCCESS,2,0,561.55,405337.53,405899.08,27,687,898.4799999999814,qpeexact
792,SUCCESS,2,0,1001.06,405899.08,406900.14,27,730,1601.6959999999963,ae
798,SUCCESS,2,0,15.03,406900.14,406915.17,27,25,24.04799999995157,graphstate
25,SUCCESS,2,1,4076.91,403648.88,407725.79,127,961,6523.05599999996,wstate
26,SUCCESS,2,1,136.74,407725.79,407862.53,127,51,218.78400000007824,dj
801,SUCCESS,2,0,1374.35,406915.17,408289.52,27,912,2198.960000000056,ae
803,SUCCESS,2,0,134.28,408289.52,408423.8,27,96,214.84799999995158,qpeexact
805,SUCCESS,2,0,614.84,408423.8,409038.64,27,675,983.7440000000411,twolocalrandom
814,SUCCESS,2,0,327.88,409038.64,409366.52,27,270,524.6080000000075,random
821,SUCCESS,2,0,738.74,409366.52,410105.26,27,713,1181.9839999999851,ae
823,SUCCESS,2,0,291.81,410105.26,410397.07,27,499,466.8959999999963,realamprandom
826,SUCCESS,2,0,106.7,410397.07,410503.77,27,78,170.72000000001864,tsp
831,SUCCESS,2,0,15.2,410503.77,410518.97,27,33,24.320000000018627,wstate
832,SUCCESS,2,0,645.29,410518.97,411164.26,27,773,1032.4639999999665,qpeinexact
839,SUCCESS,2,0,387.86,411164.26,411552.12,27,436,620.5759999999777,ae
841,SUCCESS,2,0,594.73,411552.12,412146.85,27,704,951.5679999999702,su2random
861,SUCCESS,2,0,647.67,412146.85,412794.52,27,366,1036.272000000067,random
865,SUCCESS,2,0,753.57,412794.52,413548.09,27,582,1205.7120000000111,random
866,SUCCESS,2,0,971.24,413548.09,414519.33,27,586,1553.9839999999851,realamprandom
867,SUCCESS,2,0,2025.71,414519.33,416545.04,27,1438,3241.1360000000336,pricingcall
868,SUCCESS,2,0,50.39,416545.04,416595.43,27,45,80.62399999992923,graphstate
869,SUCCESS,2,0,152.95,416595.43,416748.38,27,113,244.72000000001864,wstate
878,SUCCESS,2,0,26.97,416748.38,416775.35,27,20,43.1519999999553,routing
882,SUCCESS,2,0,755.84,416775.35,417531.19,27,461,1209.344000000041,qnn
887,SUCCESS,2,0,64.42,417531.19,417595.61,27,113,103.07199999997393,dj
894,SUCCESS,2,0,893.22,417595.61,418488.83,27,518,1429.1520000000485,qft
895,SUCCESS,2,0,1200.93,418488.83,419689.76,27,2043,1921.487999999989,qwalk-v-chain
901,SUCCESS,2,0,316.11,419689.76,420005.87,27,218,505.77599999997767,qft
903,SUCCESS,2,0,715.5,420005.87,420721.37,27,795,1144.8,qft
904,SUCCESS,2,0,933.7,420721.37,421655.07,27,939,1493.9200000000187,ae
918,SUCCESS,2,0,214.84,421655.07,421869.91,27,362,343.74399999994785,qpeinexact
923,SUCCESS,2,0,329.18,421869.91,422199.09,27,335,526.688000000082,qpeinexact
928,SUCCESS,2,0,7581.35,422199.09,429780.44,27,7071,12130.159999999963,pricingcall
936,SUCCESS,2,0,538.68,429780.44,430319.12,27,494,861.8879999999889,ae
944,SUCCESS,2,0,79.89,430319.12,430399.01,27,91,127.82400000002235,dj
950,SUCCESS,2,0,939.07,430399.01,431338.08,27,1242,1502.5120000000113,qft
27,SUCCESS,2,1,34080.32,407862.53,441942.85,127,9030,54528.51200000002,qnn
28,SUCCESS,2,1,27971.05,441942.85,469913.9,127,7752,44753.679999999986,ae
30,SUCCESS,2,1,38719.02,469913.9,508632.92,127,8620,61950.43199999994,realamprandom
32,SUCCESS,2,1,5103.41,508632.92,513736.33,127,1794,8165.456000000053,qpeinexact
33,SUCCESS,2,1,1852.77,513736.33,515589.1,127,704,2964.43200000003,qft
34,SUCCESS,2,1,1156.83,515589.1,516745.93,127,252,1850.927999999933,realamprandom
35,SUCCESS,2,1,329.83,516745.93,517075.76,127,210,527.7280000000261,ghz
951,SUCCESS,2,0,90595.34,431338.08,521933.42,27,98613,144952.54399999997,qwalk-noancilla
953,SUCCESS,2,0,620.75,521933.42,522554.17,27,358,993.2,realamprandom
968,SUCCESS,2,0,88.99,522554.17,522643.16,27,66,142.3839999999851,graphstate
36,SUCCESS,2,1,11007.54,517075.76,528083.3,127,5198,17612.06400000006,random
37,SUCCESS,2,1,1222.21,528083.3,529305.51,127,970,1955.5359999999405,ae
38,SUCCESS,2,1,3175.28,529305.51,532480.79,127,1292,5080.448000000045,qft
40,SUCCESS,2,1,14042.46,532480.79,546523.25,127,5986,22467.935999999943,qft
41,SUCCESS,2,1,8750.28,546523.25,555273.53,127,5429,14000.448000000046,ae
42,SUCCESS,2,1,362.79,555273.53,555636.32,127,95,580.4639999998734,graphstate
43,SUCCESS,2,1,22187.55,555636.32,577823.87,127,5194,35500.080000000075,qpeexact
46,SUCCESS,2,1,14613.21,577823.87,592437.08,127,5219,23381.13599999994,qpeexact
48,SUCCESS,2,1,5128.04,592437.08,597565.12,127,1681,8204.86400000006,random
49,SUCCESS,2,1,6160.61,597565.12,603725.73,127,3329,9856.975999999979,qpeinexact
976,SUCCESS,2,0,90522.56,522643.16,613165.72,27,76125,144836.096,qwalk-noancilla
979,SUCCESS,2,0,1218.18,613165.72,614383.9,27,896,1949.088000000082,twolocalrandom
982,SUCCESS,2,0,286.67,614383.9,614670.57,27,447,458.6720000000671,qft
987,SUCCESS,2,0,261.05,614670.57,614931.62,27,316,417.67999999988825,wstate
991,SUCCESS,2,0,363.87,614931.62,615295.49,27,338,582.1919999999926,realamprandom
995,SUCCESS,2,0,191.32,615295.49,615486.81,27,109,306.11200000010433,ghz
1012,SUCCESS,2,0,834.6,615486.81,616321.41,27,740,1335.3599999999628,su2random
1015,SUCCESS,2,0,714.53,616321.41,617035.94,27,600,1143.2480000000448,realamprandom
1016,SUCCESS,2,0,373.5,617035.94,617409.44,27,399,597.5999999998138,qnn
1018,SUCCESS,2,0,418.11,617409.44,617827.55,27,324,668.9760000001639,qft
1019,SUCCESS,2,0,860.31,617827.55,618687.86,27,1229,1376.4959999999032,qpeexact
1028,SUCCESS,2,0,326.93,618687.86,619014.79,27,241,523.0880000000819,realamprandom
1033,SUCCESS,2,0,617.21,619014.79,619632,27,394,987.5359999999405,qnn
1034,SUCCESS,2,0,535.7,619632,620167.7,27,1110,857.1199999999255,random
1038,SUCCESS,2,0,14.95,620167.7,620182.65,27,11,23.92000000011176,ghz
1039,SUCCESS,2,0,20.47,620182.65,620203.12,27,41,32.751999999955295,dj
1044,SUCCESS,2,0,1239.42,620203.12,621442.54,27,781,1983.0720000000672,twolocalrandom
1046,SUCCESS,2,0,24.59,621442.54,621467.13,27,19,39.34399999994785,ghz
1047,SUCCESS,2,0,366.69,621467.13,621833.82,27,410,586.7040000000969,portfolioqaoa
1048,SUCCESS,2,0,51.2,621833.82,621885.02,27,62,81.9199999999255,ghz
1049,SUCCESS,2,0,259.66,621885.02,622144.68,27,196,415.4560000000522,tsp
1052,SUCCESS,2,0,1913.78,622144.68,624058.46,27,2378,3062.047999999859,random
1057,SUCCESS,2,0,205.06,624058.46,624263.52,27,139,328.0960000000894,qft
1059,SUCCESS,2,0,128.25,624263.52,624391.77,27,229,205.20000000000002,qft
1072,SUCCESS,2,0,51.3,624391.77,624443.07,27,33,82.0800000000745,wstate
1077,SUCCESS,2,0,681.41,624443.07,625124.48,27,766,1090.255999999866,portfolioqaoa
1079,SUCCESS,2,0,8885.08,625124.48,634009.56,27,5392,14216.12800000012,qwalk-noancilla
1092,SUCCESS,2,0,742.12,634009.56,634751.68,27,693,1187.3919999999925,random
50,SUCCESS,2,1,60767.96,603725.73,664493.69,127,13170,97228.73599999995,su2random
51,SUCCESS,2,1,602.51,664493.69,665096.2,127,129,964.016000000015,graphstate
52,SUCCESS,2,1,68.34,665096.2,665164.54,127,29,109.34400000013412,wstate
1095,SUCCESS,2,0,58210.32,634751.68,692962,27,79315,93136.51199999993,qwalk-noancilla
53,SUCCESS,2,1,48073.32,665164.54,713237.86,127,18448,76917.31199999992,random
54,SUCCESS,2,1,489.61,713237.86,713727.47,127,109,783.3759999999777,wstate
56,SUCCESS,2,1,1142.16,713727.47,714869.63,127,630,1827.4560000000522,dj
57,SUCCESS,2,1,3513.41,714869.63,718383.04,127,841,5621.456000000053,ae
58,SUCCESS,2,1,1068.14,718383.04,719451.18,127,361,1709.0240000000224,dj
59,SUCCESS,2,1,1393.64,719451.18,720844.82,127,851,2229.8239999998364,realamprandom
60,SUCCESS,2,1,7790.28,720844.82,728635.1,127,1673,12464.448000000046,qnn
61,SUCCESS,2,1,8031.56,728635.1,736666.66,127,2420,12850.49600000009,qftentangled
62,SUCCESS,2,1,16447.73,736666.66,753114.39,127,12791,26316.367999999973,realamprandom
65,SUCCESS,2,1,16881.69,753114.39,769996.08,127,4668,27010.70399999991,qftentangled
67,SUCCESS,2,1,7985.92,769996.08,777982,127,4926,12777.472000000067,qpeexact
68,SUCCESS,2,1,450.01,777982,778432.01,127,371,720.016000000015,qnn
69,SUCCESS,2,1,5665.64,778432.01,784097.65,127,1246,9065.024000000023,wstate
71,SUCCESS,2,1,15503.2,784097.65,799600.85,127,5047,24805.119999999926,su2random
72,SUCCESS,2,1,2114.42,799600.85,801715.27,127,1117,3383.0720000000674,wstate
73,SUCCESS,2,1,356.61,801715.27,802071.88,127,294,570.5759999999776,graphstate
1096,SUCCESS,2,0,120347.94,692962,813309.94,27,161588,192556.7039999999,qwalk-noancilla
1104,SUCCESS,2,0,849.11,813309.94,814159.05,27,658,1358.576000000164,qpeinexact
1127,SUCCESS,2,0,541.36,814159.05,814700.41,27,401,866.1759999999776,qftentangled
1135,SUCCESS,2,0,43.78,814700.41,814744.19,27,26,70.04800000004471,routing
1137,SUCCESS,2,0,3141.4,814744.19,817885.59,27,2007,5026.2399999998515,qnn
1139,SUCCESS,2,0,31.57,817885.59,817917.16,27,34,50.51200000010431,dj
1141,SUCCESS,2,0,143.74,817917.16,818060.9,27,94,229.98399999998512,qaoa
1146,SUCCESS,2,0,898.19,818060.9,818959.09,27,1594,1437.1039999999107,random
1153,SUCCESS,2,0,820.03,818959.09,819779.12,27,559,1312.0480000000448,qftentangled
1155,SUCCESS,2,0,68.59,819779.12,819847.71,27,84,109.74399999994785,dj
1158,SUCCESS,2,0,439.95,819847.71,820287.66,27,328,703.9200000001118,qpeexact
1161,SUCCESS,2,0,851.76,820287.66,821139.42,27,504,1362.816000000015,twolocalrandom
1170,SUCCESS,2,0,1128.6,821139.42,822268.02,27,1003,1805.759999999963,ae
1178,SUCCESS,2,0,23.94,822268.02,822291.96,27,16,38.303999999910594,ghz
1184,SUCCESS,2,0,71.63,822291.96,822363.59,27,41,114.60800000000745,dj
1188,SUCCESS,2,0,539.95,822363.59,822903.54,27,625,863.9200000001118,groundstate
1192,SUCCESS,2,0,50667.34,822903.54,873570.88,27,31530,81067.74399999995,grover-noancilla
1199,SUCCESS,2,0,280.92,873570.88,873851.8,27,527,449.47200000006706,qft
1206,SUCCESS,2,0,461.27,873851.8,874313.07,27,321,738.0320000000298,portfolioqaoa
1210,SUCCESS,2,0,46.36,874313.07,874359.43,27,32,74.17599999997765,graphstate
1212,SUCCESS,2,0,58.7,874359.43,874418.13,27,40,93.9199999999255,dj
1235,SUCCESS,2,0,732.03,874418.13,875150.16,27,592,1171.2480000000448,qftentangled
1238,SUCCESS,2,0,360.69,875150.16,875510.85,27,254,577.1039999999106,qft
1239,SUCCESS,2,0,1064.81,875510.85,876575.66,27,866,1703.6960000000895,ae
1242,SUCCESS,2,0,249.67,876575.66,876825.33,27,336,399.47199999988084,qpeexact
1243,SUCCESS,2,0,292.15,876825.33,877117.48,27,425,467.4400000000373,su2random
1244,SUCCESS,2,0,271.95,877117.48,877389.43,27,162,435.12000000011176,qpeinexact
1257,SUCCESS,2,0,64.78,877389.43,877454.21,27,130,103.64799999985844,dj
1268,SUCCESS,2,0,46.5,877454.21,877500.71,27,42,74.4,ghz
1270,SUCCESS,2,0,892.74,877500.71,878393.45,27,922,1428.3839999999852,random
1272,SUCCESS,2,0,466.66,878393.45,878860.11,27,538,746.6560000000522,qftentangled
1274,SUCCESS,2,0,661.9,878860.11,879522.01,27,633,1059.0400000000373,qnn
1278,SUCCESS,2,0,210.28,879522.01,879732.29,27,181,336.4480000000447,random
1294,SUCCESS,2,0,235.36,879732.29,879967.65,27,174,376.5759999999777,qftentangled
1299,SUCCESS,2,0,13.82,879967.65,879981.47,27,12,22.111999999918044,ghz
