QTask_ID,Status,QDCenter,QNode_ID,Execution_Time,Start_Time,Finish_Time,No_Qubits,Application, Cost
51,SUCCESS,2,1,608.31,20432.73,21041.04,27,qpeinexact,973.2959999999963
52,SUCCESS,2,1,38.16,21041.04,21079.2,27,graphstate,61.05600000000559
78,SUCCESS,2,0,1377.84,20428.19,21806.03,27,twolocalrandom,2204.5440000000003
80,SUCCESS,2,0,41.93,21806.03,21847.96,27,graphstate,67.08800000000046
83,SUCCESS,2,0,178.92,21847.96,22026.88,27,qft,286.27200000000306
84,SUCCESS,2,0,58.56,22026.88,22085.44,27,dj,93.69599999999627
53,SUCCESS,2,1,1013.2,21079.2,22092.4,27,random,1621.1199999999953
85,SUCCESS,2,0,373.6,22085.44,22459.04,27,qftentangled,597.7600000000035
54,SUCCESS,2,1,551.08,22092.4,22643.48,27,ae,881.7280000000028
55,SUCCESS,2,1,53.16,22643.48,22696.64,27,wstate,85.05599999999977
61,SUCCESS,2,1,37.27,22696.64,22733.91,27,graphstate,59.6320000000007
86,SUCCESS,2,0,484.24,22459.04,22943.28,27,realamprandom,774.7839999999968
88,SUCCESS,2,0,14.32,22943.28,22957.6,27,ghz,22.911999999999537
63,SUCCESS,2,1,346.89,22733.91,23080.8,27,qft,555.0239999999991
90,SUCCESS,2,0,623.59,22957.6,23581.19,27,su2random,997.7440000000003
91,SUCCESS,2,0,1054.55,23581.19,24635.74,27,qpeinexact,1687.2799999999988
92,SUCCESS,2,0,1156.63,24635.74,25792.37,27,qnn,1850.6080000000018
93,SUCCESS,2,0,779.19,25792.37,26571.56,27,realamprandom,1246.703999999998
64,SUCCESS,2,1,3545.07,23080.8,26625.87,27,pricingput,5672.112
66,SUCCESS,2,1,77.9,26625.87,26703.77,27,wstate,124.63999999999652
97,SUCCESS,2,0,337.05,26571.56,26908.61,27,qnn,539.2799999999988
98,SUCCESS,2,0,397.25,26908.61,27305.86,27,qpeinexact,635.6
100,SUCCESS,2,0,140.21,27305.86,27446.07,27,ghz,224.33600000000445
103,SUCCESS,2,0,66.33,27446.07,27512.4,27,wstate,106.1280000000028
105,SUCCESS,2,0,433.72,27512.4,27946.12,27,ae,693.9519999999961
106,SUCCESS,2,0,60.67,27946.12,28006.79,27,dj,97.07199999999722
68,SUCCESS,2,1,1488.31,26703.77,28192.08,27,qpeexact,2381.296000000002
107,SUCCESS,2,0,711.65,28006.79,28718.44,27,portfolioqaoa,1138.6400000000024
108,SUCCESS,2,0,20.21,28718.44,28738.65,27,ghz,32.335999999998606
110,SUCCESS,2,0,269.7,28738.65,29008.35,27,qpeexact,431.5200000000012
111,SUCCESS,2,0,30.74,29008.35,29039.09,27,graphstate,49.18400000000256
114,SUCCESS,2,0,312.64,29039.09,29351.73,27,random,500.2239999999991
71,SUCCESS,2,1,1226.04,28192.08,29418.12,27,su2random,1961.6640000000016
74,SUCCESS,2,1,504,29418.12,29922.12,27,realamprandom,806.4000000000001
115,SUCCESS,2,0,582.58,29351.73,29934.31,27,qft,932.1280000000029
117,SUCCESS,2,0,15.55,29934.31,29949.86,27,ghz,24.879999999993018
120,SUCCESS,2,0,35.58,29949.86,29985.44,27,dj,56.9280000000028
121,SUCCESS,2,0,27.99,29985.44,30013.43,27,wstate,44.784000000002564
123,SUCCESS,2,0,113.61,30013.43,30127.04,27,ae,181.77600000000095
125,SUCCESS,2,0,393.37,30127.04,30520.41,27,qft,629.3919999999985
77,SUCCESS,2,1,804.85,29922.12,30726.97,27,ae,1287.7599999999977
79,SUCCESS,2,1,85.8,30726.97,30812.77,27,wstate,137.28000000000466
81,SUCCESS,2,1,86.66,30812.77,30899.43,27,tsp,138.65599999999395
127,SUCCESS,2,0,567.76,30520.41,31088.17,27,qpeinexact,908.4159999999974
129,SUCCESS,2,0,396.37,31088.17,31484.54,27,su2random,634.1919999999984
131,SUCCESS,2,0,199.06,31484.54,31683.6,27,qnn,318.49600000000214
133,SUCCESS,2,0,2018.78,31683.6,33702.38,27,realamprandom,3230.04800000001
138,SUCCESS,2,0,952.65,33702.38,34655.03,27,qpeinexact,1524.2399999999907
139,SUCCESS,2,0,20.91,34655.03,34675.94,27,ghz,33.45600000000559
143,SUCCESS,2,0,583.87,34675.94,35259.81,27,realamprandom,934.1919999999926
146,SUCCESS,2,0,2650.96,35259.81,37910.77,27,random,4241.53600000001
147,SUCCESS,2,0,40.59,37910.77,37951.36,27,graphstate,64.94399999999442
82,SUCCESS,2,1,7176.28,30899.43,38075.71,27,grover-v-chain,11482.048000000004
87,SUCCESS,2,1,258.5,38075.71,38334.21,27,qpeexact,413.6
148,SUCCESS,2,0,1481.18,37951.36,39432.54,27,ae,2369.8880000000004
89,SUCCESS,2,1,2197.31,38334.21,40531.52,27,qwalk-v-chain,3515.6959999999963
149,SUCCESS,2,0,1938.72,39432.54,41371.26,27,twolocalrandom,3101.952000000002
94,SUCCESS,2,1,1212.55,40531.52,41744.07,27,qftentangled,1940.0800000000047
95,SUCCESS,2,1,96.5,41744.07,41840.57,27,dj,154.4
96,SUCCESS,2,1,16.82,41840.57,41857.39,27,vqe,26.911999999999537
153,SUCCESS,2,0,897.69,41371.26,42268.95,27,su2random,1436.3040000000037
155,SUCCESS,2,0,28.11,42268.95,42297.06,27,ghz,44.97600000000094
157,SUCCESS,2,0,365.26,42297.06,42662.32,27,groundstate,584.4159999999916
99,SUCCESS,2,1,910.77,41857.39,42768.16,27,su2random,1457.2320000000066
158,SUCCESS,2,0,266.21,42662.32,42928.53,27,realamprandom,425.9359999999986
101,SUCCESS,2,1,337.49,42768.16,43105.65,27,qpeexact,539.9839999999967
159,SUCCESS,2,0,358.84,42928.53,43287.37,27,qftentangled,574.144000000006
163,SUCCESS,2,0,156.78,43287.37,43444.15,27,wstate,250.84799999999814
102,SUCCESS,2,1,538.24,43105.65,43643.89,27,qft,861.1839999999968
104,SUCCESS,2,1,283.8,43643.89,43927.69,27,twolocalrandom,454.0800000000047
164,SUCCESS,2,0,622.14,43444.15,44066.29,27,twolocalrandom,995.4239999999991
109,SUCCESS,2,1,689.3,43927.69,44616.99,27,qft,1102.8800000000047
166,SUCCESS,2,0,1039.63,44066.29,45105.92,27,pricingcall,1663.4079999999958
112,SUCCESS,2,1,960.71,44616.99,45577.7,27,random,1537.1359999999986
113,SUCCESS,2,1,9.65,45577.7,45587.35,27,graphstate,15.439999999990688
168,SUCCESS,2,0,486.95,45105.92,45592.87,27,su2random,779.120000000007
169,SUCCESS,2,0,45.83,45592.87,45638.7,27,graphstate,73.32799999999115
170,SUCCESS,2,0,72.92,45638.7,45711.62,27,qaoa,116.67200000000885
172,SUCCESS,2,0,406.92,45711.62,46118.54,27,portfolioqaoa,651.0719999999973
116,SUCCESS,2,1,651.7,45587.35,46239.05,27,qpeexact,1042.720000000007
173,SUCCESS,2,0,277.72,46118.54,46396.26,27,ae,444.3520000000019
118,SUCCESS,2,1,254.98,46239.05,46494.03,27,portfolioqaoa,407.9679999999935
119,SUCCESS,2,1,751.02,46494.03,47245.05,27,pricingput,1201.6320000000067
176,SUCCESS,2,0,1152.24,46396.26,47548.5,27,qpeexact,1843.5839999999969
177,SUCCESS,2,0,18.17,47548.5,47566.67,27,ghz,29.071999999997207
122,SUCCESS,2,1,362.13,47245.05,47607.18,27,twolocalrandom,579.4079999999958
179,SUCCESS,2,0,316.84,47566.67,47883.51,27,qpeinexact,506.9440000000061
181,SUCCESS,2,0,33.01,47883.51,47916.52,27,vqe,52.81599999999162
183,SUCCESS,2,0,62.55,47916.52,47979.07,27,dj,100.08000000000466
191,SUCCESS,2,0,26.32,47979.07,48005.39,27,vqe,42.11199999999954
193,SUCCESS,2,0,186.76,48005.39,48192.15,27,qpeinexact,298.81600000000327
124,SUCCESS,2,1,713.13,47607.18,48320.31,27,qpeexact,1141.0080000000075
126,SUCCESS,2,1,105.01,48320.31,48425.32,27,ghz,168.01599999999164
128,SUCCESS,2,1,73.69,48425.32,48499.01,27,tsp,117.90400000000373
130,SUCCESS,2,1,38.4,48499.01,48537.41,27,vqe,61.44000000000233
132,SUCCESS,2,1,166.35,48537.41,48703.76,27,dj,266.1599999999977
195,SUCCESS,2,0,967.85,48192.15,49160,27,qpeexact,1548.5599999999977
134,SUCCESS,2,1,497.05,48703.76,49200.81,27,pricingput,795.2800000000047
135,SUCCESS,2,1,403.2,49200.81,49604.01,27,qftentangled,645.1199999999953
199,SUCCESS,2,0,1425.81,49160,50585.81,27,pricingput,2281.295999999996
136,SUCCESS,2,1,988.23,49604.01,50592.24,27,qnn,1581.1679999999935
137,SUCCESS,2,1,314.45,50592.24,50906.69,27,su2random,503.120000000007
200,SUCCESS,2,0,420.61,50585.81,51006.42,27,portfolioqaoa,672.976000000001
140,SUCCESS,2,1,428.14,50906.69,51334.83,27,qpeexact,685.0239999999991
141,SUCCESS,2,1,55.83,51334.83,51390.66,27,groundstate,89.3280000000028
203,SUCCESS,2,0,392.79,51006.42,51399.21,27,su2random,628.4640000000014
142,SUCCESS,2,1,101.2,51390.66,51491.86,27,qftentangled,161.91999999999535
144,SUCCESS,2,1,43.83,51491.86,51535.69,27,dj,70.1280000000028
145,SUCCESS,2,1,359.65,51535.69,51895.34,27,qft,575.4400000000023
150,SUCCESS,2,1,64.56,51895.34,51959.9,27,wstate,103.29599999999628
206,SUCCESS,2,0,875.71,51399.21,52274.92,27,pricingput,1401.1360000000104
151,SUCCESS,2,1,499.11,51959.9,52459.01,27,qnn,798.5760000000009
208,SUCCESS,2,0,577.2,52274.92,52852.12,27,ae,923.5199999999954
209,SUCCESS,2,0,20.73,52852.12,52872.85,27,graphstate,33.167999999993484
211,SUCCESS,2,0,55.33,52872.85,52928.18,27,dj,88.5280000000028
152,SUCCESS,2,1,617.77,52459.01,53076.78,27,qpeinexact,988.4319999999949
212,SUCCESS,2,0,869.3,52928.18,53797.48,27,realamprandom,1390.8800000000047
215,SUCCESS,2,0,28.4,53797.48,53825.88,27,ghz,45.44000000000233
219,SUCCESS,2,0,34.4,53825.88,53860.28,27,graphstate,55.03999999999069
223,SUCCESS,2,0,3468.96,53860.28,57329.24,27,pricingcall,5550.335999999999
154,SUCCESS,2,1,4893.32,53076.78,57970.1,27,qwalk-v-chain,7829.312
224,SUCCESS,2,0,706.77,57329.24,58036.01,27,realamprandom,1130.8320000000065
156,SUCCESS,2,1,367.44,57970.1,58337.54,27,qpeexact,587.9040000000037
160,SUCCESS,2,1,75.7,58337.54,58413.24,27,dj,121.120000000007
228,SUCCESS,2,0,416.37,58036.01,58452.38,27,twolocalrandom,666.1919999999926
230,SUCCESS,2,0,150.35,58452.38,58602.73,27,ghz,240.56000000000932
161,SUCCESS,2,1,495.44,58413.24,58908.68,27,qft,792.7039999999921
162,SUCCESS,2,1,37.59,58908.68,58946.27,27,graphstate,60.14399999999441
231,SUCCESS,2,0,1353.13,58602.73,59955.86,27,su2random,2165.0079999999957
165,SUCCESS,2,1,1038.18,58946.27,59984.45,27,ae,1661.0880000000006
167,SUCCESS,2,1,736.34,59984.45,60720.79,27,random,1178.1440000000061
234,SUCCESS,2,0,805.99,59955.86,60761.85,27,qnn,1289.5839999999969
235,SUCCESS,2,0,84.08,60761.85,60845.93,27,dj,134.5280000000028
171,SUCCESS,2,1,298.86,60720.79,61019.65,27,qft,478.17600000000095
236,SUCCESS,2,0,417.54,60845.93,61263.47,27,qftentangled,668.0640000000014
174,SUCCESS,2,1,467.68,61019.65,61487.33,27,twolocalrandom,748.2880000000005
175,SUCCESS,2,1,30.61,61487.33,61517.94,27,wstate,48.97600000000094
239,SUCCESS,2,0,543.01,61263.47,61806.48,27,qpeinexact,868.8160000000033
240,SUCCESS,2,0,366.23,61806.48,62172.71,27,su2random,585.9679999999935
241,SUCCESS,2,0,7.77,62172.71,62180.48,27,ghz,12.43200000000652
178,SUCCESS,2,1,821.76,61517.94,62339.7,27,su2random,1314.8159999999916
180,SUCCESS,2,1,152.56,62339.7,62492.26,27,qnn,244.09600000000793
182,SUCCESS,2,1,14.38,62492.26,62506.64,27,routing,23.00799999999581
244,SUCCESS,2,0,992.13,62180.48,63172.61,27,realamprandom,1587.4079999999958
184,SUCCESS,2,1,696.84,62506.64,63203.48,27,qftentangled,1114.944000000006
252,SUCCESS,2,0,773.77,63172.61,63946.38,27,twolocalrandom,1238.0320000000065
254,SUCCESS,2,0,84.96,63946.38,64031.34,27,wstate,135.93599999998696
185,SUCCESS,2,1,1132.57,63203.48,64336.05,27,realamprandom,1812.1119999999996
186,SUCCESS,2,1,472.73,64336.05,64808.78,27,qftentangled,756.3679999999936
187,SUCCESS,2,1,147.53,64808.78,64956.31,27,pricingput,236.04800000000978
255,SUCCESS,2,0,1117.61,64031.34,65148.95,27,ae,1788.1760000000127
188,SUCCESS,2,1,1667.26,64956.31,66623.57,27,realamprandom,2667.61599999998
189,SUCCESS,2,1,45.8,66623.57,66669.37,27,dj,73.28000000000466
190,SUCCESS,2,1,568.22,66669.37,67237.59,27,qnn,909.1520000000019
192,SUCCESS,2,1,587.58,67237.59,67825.17,27,su2random,940.1280000000029
194,SUCCESS,2,1,32.1,67825.17,67857.27,27,ghz,51.360000000009315
256,SUCCESS,2,0,2831.16,65148.95,67980.11,27,pricingcall,4529.855999999994
196,SUCCESS,2,1,371.83,67857.27,68229.1,27,ae,594.9279999999795
197,SUCCESS,2,1,196.67,68229.1,68425.77,27,twolocalrandom,314.67199999999724
198,SUCCESS,2,1,55.74,68425.77,68481.51,27,wstate,89.18400000000838
201,SUCCESS,2,1,254.56,68481.51,68736.07,27,qft,407.2960000000196
258,SUCCESS,2,0,968.12,67980.11,68948.23,27,portfoliovqe,1548.9919999999927
259,SUCCESS,2,0,115.63,68948.23,69063.86,27,wstate,185.00800000000746
202,SUCCESS,2,1,374.86,68736.07,69110.93,27,random,599.7759999999777
204,SUCCESS,2,1,34.59,69110.93,69145.52,27,graphstate,55.3440000000177
205,SUCCESS,2,1,65.5,69145.52,69211.02,27,wstate,104.79999999997672
260,SUCCESS,2,0,949.23,69063.86,70013.09,27,ae,1518.7679999999937
207,SUCCESS,2,1,1180.38,69211.02,70391.4,27,twolocalrandom,1888.6080000000075
210,SUCCESS,2,1,520.71,70391.4,70912.11,27,qft,833.1360000000103
213,SUCCESS,2,1,156.34,70912.11,71068.45,27,qftentangled,250.14399999999443
261,SUCCESS,2,0,1403.42,70013.09,71416.51,27,random,2245.4719999999975
262,SUCCESS,2,0,31.92,71416.51,71448.43,27,graphstate,51.07199999999721
263,SUCCESS,2,0,187.62,71448.43,71636.05,27,qft,300.19199999999256
264,SUCCESS,2,0,38.04,71636.05,71674.09,27,dj,60.86400000001304
214,SUCCESS,2,1,791.05,71068.45,71859.5,27,qpeexact,1265.6800000000048
216,SUCCESS,2,1,963.13,71859.5,72822.63,27,qpeinexact,1541.0080000000075
217,SUCCESS,2,1,428.66,72822.63,73251.29,27,su2random,685.8559999999824
218,SUCCESS,2,1,1227.5,73251.29,74478.79,27,qnn,1964.0
220,SUCCESS,2,1,1045.71,74478.79,75524.5,27,random,1673.1360000000104
221,SUCCESS,2,1,44.48,75524.5,75568.98,27,qaoa,71.16799999999348
265,SUCCESS,2,0,4397.38,71674.09,76071.47,27,pricingput,7035.808000000008
222,SUCCESS,2,1,987.96,75568.98,76556.94,27,qft,1580.7360000000103
266,SUCCESS,2,0,663.1,76071.47,76734.57,27,ae,1060.9600000000094
225,SUCCESS,2,1,556.39,76556.94,77113.33,27,ae,890.2239999999991
267,SUCCESS,2,0,433.41,76734.57,77167.98,27,realamprandom,693.4559999999824
226,SUCCESS,2,1,68.78,77113.33,77182.11,27,wstate,110.04799999999814
269,SUCCESS,2,0,375.92,77167.98,77543.9,27,qftentangled,601.4719999999973
227,SUCCESS,2,1,599.81,77182.11,77781.92,27,qftentangled,959.6959999999963
271,SUCCESS,2,0,325.82,77543.9,77869.72,27,qpeexact,521.3120000000112
272,SUCCESS,2,0,15.57,77869.72,77885.29,27,ghz,24.911999999987895
273,SUCCESS,2,0,1072.91,77885.29,78958.2,27,qpeinexact,1716.6560000000056
229,SUCCESS,2,1,1289.66,77781.92,79071.58,27,qpeexact,2063.4560000000056
278,SUCCESS,2,0,198.92,78958.2,79157.12,27,dj,318.2719999999972
279,SUCCESS,2,0,376.29,79157.12,79533.41,27,groundstate,602.0639999999897
280,SUCCESS,2,0,24.38,79533.41,79557.79,27,vqe,39.008000000007456
281,SUCCESS,2,0,278.17,79557.79,79835.96,27,qnn,445.0719999999972
232,SUCCESS,2,1,850.14,79071.58,79921.72,27,qpeinexact,1360.2239999999993
233,SUCCESS,2,1,39.73,79921.72,79961.45,27,vqe,63.56799999999348
282,SUCCESS,2,0,1259.55,79835.96,81095.51,27,su2random,2015.2800000000047
237,SUCCESS,2,1,1293.37,79961.45,81254.82,27,realamprandom,2069.3919999999925
283,SUCCESS,2,0,899.28,81095.51,81994.79,27,qpeinexact,1438.8479999999981
238,SUCCESS,2,1,851.89,81254.82,82106.71,27,qnn,1363.0239999999992
286,SUCCESS,2,0,217.41,81994.79,82212.2,27,realamprandom,347.8560000000056
288,SUCCESS,2,0,78.54,82212.2,82290.74,27,wstate,125.66400000001305
242,SUCCESS,2,1,193.5,82106.71,82300.21,27,qpeexact,309.60000000002333
289,SUCCESS,2,0,244.27,82290.74,82535.01,27,qftentangled,390.8319999999833
293,SUCCESS,2,0,522.26,82535.01,83057.27,27,qft,835.616000000015
243,SUCCESS,2,1,964.3,82300.21,83264.51,27,ae,1542.8799999999815
245,SUCCESS,2,1,330.61,83264.51,83595.12,27,twolocalrandom,528.9760000000009
246,SUCCESS,2,1,347.12,83595.12,83942.24,27,qftentangled,555.3920000000159
247,SUCCESS,2,1,68.28,83942.24,84010.52,27,wstate,109.24799999997487
248,SUCCESS,2,1,35.62,84010.52,84046.14,27,dj,56.992000000015835
249,SUCCESS,2,1,312.56,84046.14,84358.7,27,qft,500.0959999999963
250,SUCCESS,2,1,945.38,84358.7,85304.08,27,random,1512.6080000000075
251,SUCCESS,2,1,33.4,85304.08,85337.48,27,graphstate,53.43999999999069
253,SUCCESS,2,1,749.62,85337.48,86087.1,27,portfoliovqe,1199.392000000016
257,SUCCESS,2,1,695.97,86087.1,86783.07,27,twolocalrandom,1113.552000000002
268,SUCCESS,2,1,640.43,86783.07,87423.5,27,twolocalrandom,1024.687999999989
270,SUCCESS,2,1,115.31,87423.5,87538.81,27,wstate,184.4959999999963
274,SUCCESS,2,1,435.55,87538.81,87974.36,27,su2random,696.8800000000047
275,SUCCESS,2,1,416.46,87974.36,88390.82,27,qnn,666.3360000000102
276,SUCCESS,2,1,500.2,88390.82,88891.02,27,qftentangled,800.3199999999954
277,SUCCESS,2,1,1387.15,88891.02,90278.17,27,realamprandom,2219.439999999991
284,SUCCESS,2,1,106.05,90278.17,90384.22,27,ghz,169.68000000000467
285,SUCCESS,2,1,1091.22,90384.22,91475.44,27,qpeexact,1745.9519999999786
287,SUCCESS,2,1,300.66,91475.44,91776.1,27,ae,481.0560000000289
290,SUCCESS,2,1,719.08,91776.1,92495.18,27,twolocalrandom,1150.5279999999796
291,SUCCESS,2,1,1680.2,92495.18,94175.38,27,pricingput,2688.320000000019
292,SUCCESS,2,1,358.43,94175.38,94533.81,27,portfolioqaoa,573.4879999999888
294,SUCCESS,2,1,69.56,94533.81,94603.37,27,qaoa,111.29599999999628
295,SUCCESS,2,1,468.65,94603.37,95072.02,27,pricingcall,749.840000000014
296,SUCCESS,2,1,42.2,95072.02,95114.22,27,graphstate,67.51999999999535
297,SUCCESS,2,1,1048.96,95114.22,96163.18,27,random,1678.335999999987
